	drug_concept_id	concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason	_c0	_c1	_c7	_c8	_c9	_c11	_c12	_c13	_c14	_c16	_c17
731	752276	752276	procyclidine	Drug	RxNorm	Ingredient	S	8718	1970-01-01	2099-12-31		8718	ENG	12250530	12250530	8718	RXNORM	IN	8718	procyclidine	N	
732	1759455	1759455	pyrazinamide	Drug	RxNorm	Ingredient	S	8987	1970-01-01	2099-12-31		8987	ENG	12251639	12251639	8987	RXNORM	IN	8987	pyrazinamide	N	4096.0
733	961047	961047	ranitidine	Drug	RxNorm	Ingredient	S	9143	1970-01-01	2099-12-31		9143	ENG	12251077	12251077	9143	RXNORM	IN	9143	ranitidine	N	4096.0
734	1563413	1563413	ritodrine	Drug	RxNorm	Ingredient	S	9392	1970-01-01	2099-12-31		9392	ENG	12251079	12251079	9392	RXNORM	IN	9392	ritodrine	N	
735	19063981	19063981	rutin	Drug	RxNorm	Ingredient	S	9500	1970-01-01	2099-12-31		9500	ENG	12253365	12253365	9500	RXNORM	IN	9500	rutin	N	4096.0
736	19064042	19064042	saccharin	Drug	RxNorm	Ingredient	S	9509	1970-01-01	2099-12-31		9509	ENG	12251644	12251644	9509	RXNORM	IN	9509	saccharin	N	4096.0
737	766209	766209	selegiline	Drug	RxNorm	Ingredient	S	9639	1970-01-01	2099-12-31		9639	ENG	12252215	12252215	9639	RXNORM	IN	9639	selegiline	N	4096.0
738	966913	966913	silver nitrate	Drug	RxNorm	Ingredient	S	9789	1970-01-01	2099-12-31		9789	ENG	12252216	12252216	9789	RXNORM	IN	9789	silver nitrate	N	4096.0
739	19136048	19136048	sodium	Drug	RxNorm	Ingredient	S	9853	1970-01-01	2099-12-31		9853	ENG	12251082	12251082	9853	RXNORM	IN	9853	sodium	N	4096.0
740	19069022	19069022	sodium fluoride	Drug	RxNorm	Ingredient	S	9873	1970-01-01	2099-12-31		9873	ENG	12252798	12252798	9873	RXNORM	IN	9873	sodium fluoride	N	4096.0
741	1036094	1036094	stannous fluoride	Drug	RxNorm	Ingredient	S	10030	1970-01-01	2099-12-31		10030	ENG	12252803	12252803	10030	RXNORM	IN	10030	stannous fluoride	N	4096.0
742	19136184	19136184	streptodornase	Drug	RxNorm	Ingredient	S	10104	1970-01-01	2099-12-31		10104	ENG	12254519	12254519	10104	RXNORM	IN	10104	streptodornase	N	
743	19136187	19136187	streptokinase	Drug	RxNorm	Ingredient	S	10106	1970-01-01	2099-12-31		10106	ENG	12253960	12253960	10106	RXNORM	IN	10106	streptokinase	N	
744	1036252	1036252	sulfacetamide	Drug	RxNorm	Ingredient	S	10169	1970-01-01	2099-12-31		10169	ENG	12253962	12253962	10169	RXNORM	IN	10169	sulfacetamide	N	4096.0
745	1836430	1836430	sulfamethoxazole	Drug	RxNorm	Ingredient	S	10180	1970-01-01	2099-12-31		10180	ENG	12251654	12251654	10180	RXNORM	IN	10180	sulfamethoxazole	N	4096.0
746	1036884	1036884	tetracaine	Drug	RxNorm	Ingredient	S	10391	1970-01-01	2099-12-31		10391	ENG	12252227	12252227	10391	RXNORM	IN	10391	tetracaine	N	4096.0
747	19137312	19137312	thiamine	Drug	RxNorm	Ingredient	S	10454	1970-01-01	2099-12-31		10454	ENG	12254528	12254528	10454	RXNORM	IN	10454	thiamine	N	4096.0
748	902722	902722	tobramycin	Drug	RxNorm	Ingredient	S	10627	1970-01-01	2099-12-31		10627	ENG	12253971	12253971	10627	RXNORM	IN	10627	tobramycin	N	4096.0
749	1502809	1502809	tolazamide	Drug	RxNorm	Ingredient	S	10633	1970-01-01	2099-12-31		10633	ENG	12253379	12253379	10633	RXNORM	IN	10633	tolazamide	N	4096.0
750	1103314	1103314	tramadol	Drug	RxNorm	Ingredient	S	10689	1970-01-01	2099-12-31		10689	ENG	12250558	12250558	10689	RXNORM	IN	10689	tramadol	N	4096.0
751	703470	703470	tranylcypromine	Drug	RxNorm	Ingredient	S	10734	1970-01-01	2099-12-31		10734	ENG	12252228	12252228	10734	RXNORM	IN	10734	tranylcypromine	N	4096.0
752	1704758	1704758	triclosan	Drug	RxNorm	Ingredient	S	10795	1970-01-01	2099-12-31		10795	ENG	12251667	12251667	10795	RXNORM	IN	10795	triclosan	N	4096.0
753	19004969	19004969	trientine	Drug	RxNorm	Ingredient	S	10798	1970-01-01	2099-12-31		10798	ENG	12254536	12254536	10798	RXNORM	IN	10798	trientine	N	4096.0
754	19005570	19005570	trimeprazine	Drug	RxNorm	Ingredient	S	10825	1970-01-01	2099-12-31		10825	ENG	12250559	12250559	10825	RXNORM	IN	10825	trimeprazine	N	
755	705755	705755	trimipramine	Drug	RxNorm	Ingredient	S	10834	1970-01-01	2099-12-31		10834	ENG	12253977	12253977	10834	RXNORM	IN	10834	trimipramine	N	4096.0
756	19008339	19008339	vitamin A	Drug	RxNorm	Ingredient	S	11246	1970-01-01	2099-12-31		11246	ENG	12252825	12252825	11246	RXNORM	IN	11246	vitamin A	N	4096.0
757	1308738	1308738	vitamin B12	Drug	RxNorm	Ingredient	S	11248	1970-01-01	2099-12-31		11248	ENG	12253385	12253385	11248	RXNORM	IN	11248	vitamin B12	N	4096.0
758	1310149	1310149	warfarin	Drug	RxNorm	Ingredient	S	11289	1970-01-01	2099-12-31		11289	ENG	12253984	12253984	11289	RXNORM	IN	11289	warfarin	N	4096.0
759	1710612	1710612	zidovudine	Drug	RxNorm	Ingredient	S	11413	1970-01-01	2099-12-31		11413	ENG	12251672	12251672	11413	RXNORM	IN	11413	zidovudine	N	4096.0
760	19010696	19010696	zinc	Drug	RxNorm	Ingredient	S	11416	1970-01-01	2099-12-31		11416	ENG	12251102	12251102	11416	RXNORM	IN	11416	zinc	N	4096.0
761	919986	919986	apraclonidine	Drug	RxNorm	Ingredient	S	14845	1970-01-01	2099-12-31		14845	ENG	375438	375438	14845	RXNORM	IN	14845	apraclonidine	N	4096.0
762	19029398	19029398	acemetacin	Drug	RxNorm	Ingredient	S	16695	1970-01-01	2099-12-31		16695	ENG	380720	380720	16695	RXNORM	IN	16695	acemetacin	N	
763	19029644	19029644	acipimox	Drug	RxNorm	Ingredient	S	16817	1970-01-01	2099-12-31		16817	ENG	1859144	1859144	16817	RXNORM	IN	16817	acipimox	N	
764	929638	929638	acitretin	Drug	RxNorm	Ingredient	S	16818	1970-01-01	2099-12-31		16818	ENG	12251673	12251673	16818	RXNORM	IN	16818	acitretin	N	4096.0
765	1332418	1332418	amlodipine	Drug	RxNorm	Ingredient	S	17767	1970-01-01	2099-12-31		17767	ENG	12253390	12253390	17767	RXNORM	IN	17767	amlodipine	N	4096.0
766	933794	933794	attapulgite	Drug	RxNorm	Ingredient	S	18516	1970-01-01	2099-12-31		18516	ENG	388167	388167	18516	RXNORM	IN	18516	attapulgite	N	4096.0
767	19037223	19037223	beta carotene	Drug	RxNorm	Ingredient	S	19143	1970-01-01	2099-12-31		19143	ENG	12252240	12252240	19143	RXNORM	IN	19143	beta carotene	N	4096.0
768	937439	937439	bethanechol	Drug	RxNorm	Ingredient	S	19257	1970-01-01	2099-12-31		19257	ENG	12253991	12253991	19257	RXNORM	IN	19257	bethanechol	N	4096.0
769	1749008	1749008	cefpodoxime	Drug	RxNorm	Ingredient	S	20489	1970-01-01	2099-12-31		20489	ENG	1860415	1860415	20489	RXNORM	IN	20489	cefpodoxime	N	4096.0
770	1149196	1149196	cetirizine	Drug	RxNorm	Ingredient	S	20610	1970-01-01	2099-12-31		20610	ENG	12254548	12254548	20610	RXNORM	IN	20610	cetirizine	N	4096.0
771	949453	949453	chloroxine	Drug	RxNorm	Ingredient	S	20875	1970-01-01	2099-12-31		20875	ENG	398222	398222	20875	RXNORM	IN	20875	chloroxine	N	
772	949459	949459	chloroxylenol	Drug	RxNorm	Ingredient	S	20877	1970-01-01	2099-12-31		20877	ENG	398246	398246	20877	RXNORM	IN	20877	chloroxylenol	N	4096.0
773	1350310	1350310	cilostazol	Drug	RxNorm	Ingredient	S	21107	1970-01-01	2099-12-31		21107	ENG	399292	399292	21107	RXNORM	IN	21107	cilostazol	N	4096.0
774	1750500	1750500	clarithromycin	Drug	RxNorm	Ingredient	S	21212	1970-01-01	2099-12-31		21212	ENG	12250569	12250569	21212	RXNORM	IN	21212	clarithromycin	N	4096.0
775	969276	969276	crotamiton	Drug	RxNorm	Ingredient	S	21766	1970-01-01	2099-12-31		21766	ENG	402313	402313	21766	RXNORM	IN	21766	crotamiton	N	4096.0
776	19086888	19086888	deflazacort	Drug	RxNorm	Ingredient	S	22396	1970-01-01	2099-12-31		22396	ENG	404968	404968	22396	RXNORM	IN	22396	deflazacort	N	4096.0
777	1588000	1588000	desogestrel	Drug	RxNorm	Ingredient	S	22656	1970-01-01	2099-12-31		22656	ENG	12253394	12253394	22656	RXNORM	IN	22656	desogestrel	N	4096.0
778	19090016	19090016	dipipanone	Drug	RxNorm	Ingredient	S	23405	1970-01-01	2099-12-31		23405	ENG	408963	408963	23405	RXNORM	IN	23405	dipipanone	N	
779	19095341	19095341	ethoheptazine	Drug	RxNorm	Ingredient	S	24484	1970-01-01	2099-12-31		24484	ENG	413285	413285	24484	RXNORM	IN	24484	ethoheptazine	N	
780	1195492	1195492	etodolac	Drug	RxNorm	Ingredient	S	24605	1970-01-01	2099-12-31		24605	ENG	12253395	12253395	24605	RXNORM	IN	24605	etodolac	N	4096.0
781	1395773	1395773	iron sucrose	Drug	RxNorm	Ingredient	S	24909	1970-01-01	2099-12-31		24909	ENG	8210012	8210012	24909	RXNORM	IN	24909	iron sucrose	N	4096.0
782	1796435	1796435	cefixime	Drug	RxNorm	Ingredient	S	25033	1970-01-01	2099-12-31		25033	ENG	12251104	12251104	25033	RXNORM	IN	25033	cefixime	N	4096.0
783	1196677	1196677	formoterol	Drug	RxNorm	Ingredient	S	25255	1970-01-01	2099-12-31		25255	ENG	416604	416604	25255	RXNORM	IN	25255	formoterol	N	4096.0
784	19097405	19097405	fusafungin	Drug	RxNorm	Ingredient	S	25437	1970-01-01	2099-12-31		25437	ENG	417272	417272	25437	RXNORM	IN	25437	fusafungin	N	
785	797399	797399	gabapentin	Drug	RxNorm	Ingredient	S	25480	1970-01-01	2099-12-31		25480	ENG	417389	417389	25480	RXNORM	IN	25480	gabapentin	N	4096.0
786	1597756	1597756	glimepiride	Drug	RxNorm	Ingredient	S	25789	1970-01-01	2099-12-31		25789	ENG	418633	418633	25789	RXNORM	IN	25789	glimepiride	N	4096.0
787	902251	902251	hypromellose	Drug	RxNorm	Ingredient	S	27334	1970-01-01	2099-12-31		27334	ENG	427733	427733	27334	RXNORM	IN	27334	hypromellose	N	4096.0
788	19003568	19003568	isopropyl myristate	Drug	RxNorm	Ingredient	S	27985	1970-01-01	2099-12-31		27985	ENG	430249	430249	27985	RXNORM	IN	27985	isopropyl myristate	N	4096.0
789	903893	903893	emedastine	Drug	RxNorm	Ingredient	S	28144	1970-01-01	2099-12-31		28144	ENG	430864	430864	28144	RXNORM	IN	28144	emedastine	N	
790	705103	705103	lamotrigine	Drug	RxNorm	Ingredient	S	28439	1970-01-01	2099-12-31		28439	ENG	431997	431997	28439	RXNORM	IN	28439	lamotrigine	N	4096.0
791	907553	907553	levocabastine	Drug	RxNorm	Ingredient	S	28627	1970-01-01	2099-12-31		28627	ENG	432775	432775	28627	RXNORM	IN	28627	levocabastine	N	
792	1507558	1507558	nafarelin	Drug	RxNorm	Ingredient	S	28656	1970-01-01	2099-12-31		28656	ENG	12251682	12251682	28656	RXNORM	IN	28656	nafarelin	N	4096.0
793	19007977	19007977	lormetazepam	Drug	RxNorm	Ingredient	S	28894	1970-01-01	2099-12-31		28894	ENG	433896	433896	28894	RXNORM	IN	28894	lormetazepam	N	
794	19071999	19071999	mecysteine	Drug	RxNorm	Ingredient	S	29426	1970-01-01	2099-12-31		29426	ENG	436039	436039	29426	RXNORM	IN	29426	mecysteine	N	
795	909440	909440	methyl salicylate	Drug	RxNorm	Ingredient	S	29787	1970-01-01	2099-12-31		29787	ENG	437637	437637	29787	RXNORM	IN	29787	methyl salicylate	N	4096.0
796	19009874	19009874	methylnicotinate	Drug	RxNorm	Ingredient	S	29900	1970-01-01	2099-12-31		29900	ENG	438237	438237	29900	RXNORM	IN	29900	methylnicotinate	N	4096.0
797	1113648	1113648	nabumetone	Drug	RxNorm	Ingredient	S	31448	1970-01-01	2099-12-31		31448	ENG	443210	443210	31448	RXNORM	IN	31448	nabumetone	N	4096.0
798	714684	714684	nefazodone	Drug	RxNorm	Ingredient	S	31565	1970-01-01	2099-12-31		31565	ENG	1863559	1863559	31565	RXNORM	IN	31565	nefazodone	N	4096.0
799	19014977	19014977	nicorandil	Drug	RxNorm	Ingredient	S	31748	1970-01-01	2099-12-31		31748	ENG	12251106	12251106	31748	RXNORM	IN	31748	nicorandil	N	
800	923540	923540	phenol	Drug	RxNorm	Ingredient	S	33290	1970-01-01	2099-12-31		33290	ENG	450738	450738	33290	RXNORM	IN	33290	phenol	N	4096.0
801	1525215	1525215	pioglitazone	Drug	RxNorm	Ingredient	S	33738	1970-01-01	2099-12-31		33738	ENG	452519	452519	33738	RXNORM	IN	33738	pioglitazone	N	4096.0
802	1525278	1525278	estropipate	Drug	RxNorm	Ingredient	S	33747	1970-01-01	2099-12-31		33747	ENG	452628	452628	33747	RXNORM	IN	33747	estropipate	N	4096.0
803	19027080	19027080	potassium bicarbonate	Drug	RxNorm	Ingredient	S	34296	1970-01-01	2099-12-31		34296	ENG	454417	454417	34296	RXNORM	IN	34296	potassium bicarbonate	N	4096.0
804	19027475	19027475	potassium sulfate	Drug	RxNorm	Ingredient	S	34323	1970-01-01	2099-12-31		34323	ENG	454696	454696	34323	RXNORM	IN	34323	potassium sulfate	N	4096.0
805	19029018	19029018	prolintane	Drug	RxNorm	Ingredient	S	34604	1970-01-01	2099-12-31		34604	ENG	455642	455642	34604	RXNORM	IN	34604	prolintane	N	
806	19029215	19029215	propylparaben	Drug	RxNorm	Ingredient	S	34706	1970-01-01	2099-12-31		34706	ENG	456138	456138	34706	RXNORM	IN	34706	propylparaben	N	4096.0
807	44785045	44785045	protein S	Drug	RxNorm	Ingredient	S	34822	2014-01-06	2099-12-31		34822	ENG	12254555	12254555	34822	RXNORM	IN	34822	protein S	N	4096.0
808	19035226	19035226	remoxipride	Drug	RxNorm	Ingredient	S	35350	1970-01-01	2099-12-31		35350	ENG	12252841	12252841	35350	RXNORM	IN	35350	remoxipride	N	
809	19035396	19035396	reproterol	Drug	RxNorm	Ingredient	S	35373	1970-01-01	2099-12-31		35373	ENG	459390	459390	35373	RXNORM	IN	35373	reproterol	N	
810	1536743	1536743	ganirelix	Drug	RxNorm	Ingredient	S	35825	1970-01-01	2099-12-31		35825	ENG	461086	461086	35825	RXNORM	IN	35825	ganirelix	N	4096.0
811	1337107	1337107	ranolazine	Drug	RxNorm	Ingredient	S	35829	2006-04-02	2099-12-31		35829	ENG	2404295	2404295	35829	RXNORM	IN	35829	ranolazine	N	4096.0
812	1137529	1137529	salmeterol	Drug	RxNorm	Ingredient	S	36117	1970-01-01	2099-12-31		36117	ENG	462008	462008	36117	RXNORM	IN	36117	salmeterol	N	4096.0
813	1537655	1537655	salmon calcitonin	Drug	RxNorm	Ingredient	S	36118	1970-01-01	2099-12-31		36118	ENG	462026	462026	36118	RXNORM	IN	36118	salmon calcitonin	N	4096.0
814	739363	739363	sibutramine	Drug	RxNorm	Ingredient	S	36514	1970-01-01	2099-12-31		36514	ENG	463498	463498	36514	RXNORM	IN	36514	sibutramine	N	
815	939863	939863	sodium carbonate	Drug	RxNorm	Ingredient	S	36685	1970-01-01	2099-12-31		36685	ENG	464241	464241	36685	RXNORM	IN	36685	sodium carbonate	N	4096.0
816	19041085	19041085	tartaric acid	Drug	RxNorm	Ingredient	S	37578	1970-01-01	2099-12-31		37578	ENG	467960	467960	37578	RXNORM	IN	37578	tartaric acid	N	4096.0
817	19041220	19041220	tenoxicam	Drug	RxNorm	Ingredient	S	37790	1970-01-01	2099-12-31		37790	ENG	468796	468796	37790	RXNORM	IN	37790	tenoxicam	N	
818	1741309	1741309	terbinafine	Drug	RxNorm	Ingredient	S	37801	1970-01-01	2099-12-31		37801	ENG	468847	468847	37801	RXNORM	IN	37801	terbinafine	N	4096.0
819	19042692	19042692	triclofos	Drug	RxNorm	Ingredient	S	38610	1970-01-01	2099-12-31		38610	ENG	472214	472214	38610	RXNORM	IN	38610	triclofos	N	
820	1343346	1343346	vinorelbine	Drug	RxNorm	Ingredient	S	39541	1970-01-01	2099-12-31		39541	ENG	475993	475993	39541	RXNORM	IN	39541	vinorelbine	N	4096.0
821	744798	744798	zonisamide	Drug	RxNorm	Ingredient	S	39998	1970-01-01	2099-12-31		39998	ENG	477617	477617	39998	RXNORM	IN	39998	zonisamide	N	4096.0
822	1149380	1149380	fluticasone	Drug	RxNorm	Ingredient	S	41126	1970-01-01	2099-12-31		41126	ENG	486428	486428	41126	RXNORM	IN	41126	fluticasone	N	4096.0
823	1150345	1150345	meloxicam	Drug	RxNorm	Ingredient	S	41493	1970-01-01	2099-12-31		41493	ENG	487938	487938	41493	RXNORM	IN	41493	meloxicam	N	4096.0
824	19050633	19050633	sertindole	Drug	RxNorm	Ingredient	S	41996	1970-01-01	2099-12-31		41996	ENG	489612	489612	41996	RXNORM	IN	41996	sertindole	N	
825	1150836	1150836	terfenadine	Drug	RxNorm	Ingredient	S	42330	1970-01-01	2099-12-31		42330	ENG	12252849	12252849	42330	RXNORM	IN	42330	terfenadine	N	
826	1551860	1551860	pravastatin	Drug	RxNorm	Ingredient	S	42463	1970-01-01	2099-12-31		42463	ENG	12252851	12252851	42463	RXNORM	IN	42463	pravastatin	N	4096.0
827	1353228	1353228	vitamin B6	Drug	RxNorm	Ingredient	S	42954	1970-01-01	2099-12-31		42954	ENG	12250580	12250580	42954	RXNORM	IN	42954	vitamin B6	N	4096.0
828	19057607	19057607	amisulpride	Drug	RxNorm	Ingredient	S	46303	1970-01-01	2099-12-31		46303	ENG	12254568	12254568	46303	RXNORM	IN	46303	amisulpride	N	4096.0
829	967562	967562	loteprednol etabonate	Drug	RxNorm	Ingredient	S	52177	1970-01-01	2099-12-31		52177	ENG	521784	521784	52177	RXNORM	IN	52177	loteprednol etabonate	N	4096.0
830	19068715	19068715	monofluorophosphate	Drug	RxNorm	Ingredient	S	52885	1970-01-01	2099-12-31		52885	ENG	523465	523465	52885	RXNORM	IN	52885	monofluorophosphate	N	4096.0
831	1378382	1378382	paclitaxel	Drug	RxNorm	Ingredient	S	56946	1970-01-01	2099-12-31		56946	ENG	12254011	12254011	56946	RXNORM	IN	56946	paclitaxel	N	4096.0
832	19078399	19078399	teicoplanin	Drug	RxNorm	Ingredient	S	57021	1970-01-01	2099-12-31		57021	ENG	12251123	12251123	57021	RXNORM	IN	57021	teicoplanin	N	
833	981654	981654	penciclovir	Drug	RxNorm	Ingredient	S	59839	1970-01-01	2099-12-31		59839	ENG	555769	555769	59839	RXNORM	IN	59839	penciclovir	N	4096.0
834	981709	981709	dorzolamide	Drug	RxNorm	Ingredient	S	60207	1970-01-01	2099-12-31		60207	ENG	556687	556687	60207	RXNORM	IN	60207	dorzolamide	N	4096.0
835	787787	787787	hyaluronate	Drug	RxNorm	Ingredient	S	62372	2006-04-02	2099-12-31		62372	ENG	2454975	2454975	62372	RXNORM	IN	62372	hyaluronate	N	4096.0
836	1301065	1301065	dalteparin	Drug	RxNorm	Ingredient	S	67109	1970-01-01	2099-12-31		67109	ENG	12253414	12253414	67109	RXNORM	IN	67109	dalteparin	N	4096.0
837	19001308	19001308	oxerutins	Drug	RxNorm	Ingredient	S	67187	1970-01-01	2099-12-31		67187	ENG	12254580	12254580	67187	RXNORM	IN	67187	oxerutins	N	
838	1708748	1708748	zanamivir	Drug	RxNorm	Ingredient	S	69722	1970-01-01	2099-12-31		69722	ENG	12253416	12253416	69722	RXNORM	IN	69722	zanamivir	N	4096.0
839	1513103	1513103	raloxifene	Drug	RxNorm	Ingredient	S	72143	1970-01-01	2099-12-31		72143	ENG	12250591	12250591	72143	RXNORM	IN	72143	raloxifene	N	4096.0
840	1315946	1315946	letrozole	Drug	RxNorm	Ingredient	S	72965	1970-01-01	2099-12-31		72965	ENG	629533	629533	72965	RXNORM	IN	72965	letrozole	N	4096.0
841	1516800	1516800	risedronate	Drug	RxNorm	Ingredient	S	73056	2006-02-26	2099-12-31		73056	ENG	12254018	12254018	73056	RXNORM	IN	73056	risedronate	N	4096.0
842	941052	941052	alitretinoin	Drug	RxNorm	Ingredient	S	81864	1970-01-01	2099-12-31		81864	ENG	669130	669130	81864	RXNORM	IN	81864	alitretinoin	N	4096.0
843	941258	941258	docusate	Drug	RxNorm	Ingredient	S	82003	1970-01-01	2099-12-31		82003	ENG	12251710	12251710	82003	RXNORM	IN	82003	docusate	N	4096.0
844	1344381	1344381	bicalutamide	Drug	RxNorm	Ingredient	S	83008	1970-01-01	2099-12-31		83008	ENG	674723	674723	83008	RXNORM	IN	83008	bicalutamide	N	4096.0
845	1345141	1345141	mibefradil	Drug	RxNorm	Ingredient	S	83213	1970-01-01	2099-12-31		83213	ENG	12251712	12251712	83213	RXNORM	IN	83213	mibefradil	N	
846	1346686	1346686	eprosartan	Drug	RxNorm	Ingredient	S	83515	1970-01-01	2099-12-31		83515	ENG	676218	676218	83515	RXNORM	IN	83515	eprosartan	N	4096.0
847	19135825	19135825	chloral betaine	Drug	RxNorm	Ingredient	S	89808	1970-01-01	2099-12-31		89808	ENG	12252271	12252271	89808	RXNORM	IN	89808	chloral betaine	N	
848	19135830	19135830	rabies immune globulin, human	Drug	RxNorm	Ingredient	S	89886	1970-01-01	2099-12-31		89886	ENG	692856	692856	89886	RXNORM	IN	89886	rabies immune globulin, human	N	4096.0
849	960900	960900	aloe extract	Drug	RxNorm	Ingredient	S	91263	1970-01-01	2099-12-31		91263	ENG	12252275	12252275	91263	RXNORM	IN	91263	aloe extract	N	4096.0
850	19061374	19061374	halibut liver oil	Drug	RxNorm	Ingredient	S	91473	1970-01-01	2099-12-31		91473	ENG	12254027	12254027	91473	RXNORM	IN	91473	halibut liver oil	N	
851	19135931	19135931	cyanocobalamin Co57	Drug	RxNorm	Ingredient	S	91516	1970-01-01	2099-12-31		91516	ENG	12250601	12250601	91516	RXNORM	IN	91516	cyanocobalamin Co57	N	
852	19061494	19061494	squill extract	Drug	RxNorm	Ingredient	S	91613	1970-01-01	2099-12-31		91613	ENG	12253429	12253429	91613	RXNORM	IN	91613	squill extract	N	
853	19000753	19000753	ferrous glycine sulfate	Drug	RxNorm	Ingredient	S	105655	1970-01-01	2099-12-31		105655	ENG	12252279	12252279	105655	RXNORM	IN	105655	ferrous glycine sulfate	N	
854	1300751	1300751	polysaccharide iron complex	Drug	RxNorm	Ingredient	S	105669	1970-01-01	2099-12-31		105669	ENG	12252868	12252868	105669	RXNORM	IN	105669	polysaccharide iron complex	N	4096.0
855	19001131	19001131	sodium ironedetate	Drug	RxNorm	Ingredient	S	105673	1970-01-01	2099-12-31		105673	ENG	12251722	12251722	105673	RXNORM	IN	105673	sodium ironedetate	N	
856	19005129	19005129	clobetasone	Drug	RxNorm	Ingredient	S	108074	1970-01-01	2099-12-31		108074	ENG	12252280	12252280	108074	RXNORM	IN	108074	clobetasone	N	
857	1512480	1512480	ibandronate	Drug	RxNorm	Ingredient	S	115264	1970-01-01	2099-12-31		115264	ENG	12252869	12252869	115264	RXNORM	IN	115264	ibandronate	N	4096.0
858	19011093	19011093	tenofovir	Drug	RxNorm	Ingredient	S	117466	2005-07-24	2099-12-31		117466	ENG	12251139	12251139	117466	RXNORM	IN	117466	tenofovir	N	
859	1116031	1116031	zolmitriptan	Drug	RxNorm	Ingredient	S	135775	1970-01-01	2099-12-31		135775	ENG	930925	930925	135775	RXNORM	IN	135775	zolmitriptan	N	4096.0
860	19016889	19016889	magnesium orotate	Drug	RxNorm	Ingredient	S	139233	1970-01-01	2099-12-31		139233	ENG	1896851	1896851	139233	RXNORM	IN	139233	magnesium orotate	N	
861	19019131	19019131	magnesium aspartate	Drug	RxNorm	Ingredient	S	142131	1970-01-01	2099-12-31		142131	ENG	12254034	12254034	142131	RXNORM	IN	142131	magnesium aspartate	N	4096.0
862	924151	924151	pentosan polysulfate	Drug	RxNorm	Ingredient	S	155046	1970-01-01	2099-12-31		155046	ENG	12253438	12253438	155046	RXNORM	IN	155046	pentosan polysulfate	N	4096.0
863	19018255	19018255	pyroglutamate	Drug	RxNorm	Ingredient	S	155060	1970-01-01	2099-12-31		155060	ENG	12254036	12254036	155060	RXNORM	IN	155060	pyroglutamate	N	
864	733523	733523	rivastigmine	Drug	RxNorm	Ingredient	S	183379	1970-01-01	2099-12-31		183379	ENG	1065105	1065105	183379	RXNORM	IN	183379	rivastigmine	N	4096.0
865	952004	952004	sevelamer	Drug	RxNorm	Ingredient	S	214824	1970-01-01	2099-12-31		214824	ENG	1173912	1173912	214824	RXNORM	IN	214824	sevelamer	N	4096.0
866	1586346	1586346	insulin, regular, pork	Drug	RxNorm	Ingredient	S	221109	1970-01-01	2099-12-31		221109	ENG	12254593	12254593	221109	RXNORM	IN	221109	insulin, regular, pork	N	
867	1387104	1387104	trastuzumab	Drug	RxNorm	Ingredient	S	224905	1970-01-01	2099-12-31		224905	ENG	1189974	1189974	224905	RXNORM	IN	224905	trastuzumab	N	4096.0
868	1588712	1588712	follicle stimulating hormone	Drug	RxNorm	Ingredient	S	227518	1970-01-01	2099-12-31		227518	ENG	12250617	12250617	227518	RXNORM	IN	227518	follicle stimulating hormone	N	4096.0
869	19090180	19090180	insulin, protamine zinc, beef	Drug	RxNorm	Ingredient	S	235278	1970-01-01	2099-12-31		235278	ENG	2180652	2180652	235278	RXNORM	IN	235278	insulin, protamine zinc, beef	N	
870	19055496	19055496	hexylnicotinate	Drug	RxNorm	Ingredient	S	235812	1970-01-01	2099-12-31		235812	ENG	12250622	12250622	235812	RXNORM	IN	235812	hexylnicotinate	N	
871	901318	901318	sodium ascorbate	Drug	RxNorm	Ingredient	S	267366	1970-01-01	2099-12-31		267366	ENG	12254619	12254619	267366	RXNORM	IN	267366	sodium ascorbate	N	4096.0
872	902938	902938	ciclesonide	Drug	RxNorm	Ingredient	S	274964	2006-01-15	2099-12-31		274964	ENG	2360202	2360202	274964	RXNORM	IN	274964	ciclesonide	N	4096.0
873	1703063	1703063	valganciclovir	Drug	RxNorm	Ingredient	S	275891	1970-01-01	2099-12-31		275891	ENG	1337264	1337264	275891	RXNORM	IN	275891	valganciclovir	N	4096.0
874	1304107	1304107	imatinib	Drug	RxNorm	Ingredient	S	282388	1970-01-01	2099-12-31		282388	ENG	1350146	1350146	282388	RXNORM	IN	282388	imatinib	N	4096.0
875	904525	904525	bimatoprost	Drug	RxNorm	Ingredient	S	283810	1970-01-01	2099-12-31		283810	ENG	1355537	1355537	283810	RXNORM	IN	283810	bimatoprost	N	4096.0
876	1304643	1304643	darbepoetin alfa	Drug	RxNorm	Ingredient	S	283838	1970-01-01	2099-12-31		283838	ENG	1355604	1355604	283838	RXNORM	IN	283838	darbepoetin alfa	N	4096.0
877	909795	909795	nepafenac	Drug	RxNorm	Ingredient	S	298665	2005-11-13	2099-12-31		298665	ENG	2304785	2304785	298665	RXNORM	IN	298665	nepafenac	N	4096.0
878	1110942	1110942	omalizumab	Drug	RxNorm	Ingredient	S	302379	1970-01-01	2099-12-31		302379	ENG	1388266	1388266	302379	RXNORM	IN	302379	omalizumab	N	4096.0
879	19011355	19011355	etoricoxib	Drug	RxNorm	Ingredient	S	307296	1970-01-01	2099-12-31		307296	ENG	1396074	1396074	307296	RXNORM	IN	307296	etoricoxib	N	
