	drug_concept_id	concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason	_c0	_c1	_c7	_c11	_c12	_c13	_c14	_c16
830	19037223	19037223	beta carotene	Drug	RxNorm	Ingredient	S	19143	1970-01-01	2099-12-31		19143	ENG	5478870	ATC	IN	D02BB01	betacarotene	N
831	937439	937439	bethanechol	Drug	RxNorm	Ingredient	S	19257	1970-01-01	2099-12-31		19257	ENG	5478895	ATC	IN	N07AB02	bethanechol	N
832	1749008	1749008	cefpodoxime	Drug	RxNorm	Ingredient	S	20489	1970-01-01	2099-12-31		20489	ENG	5479177	ATC	IN	J01DD13	cefpodoxime	N
833	1149196	1149196	cetirizine	Drug	RxNorm	Ingredient	S	20610	1970-01-01	2099-12-31		20610	ENG	12733668	ATC	IN	S01GX12	cetirizine	N
834	1149196	1149196	cetirizine	Drug	RxNorm	Ingredient	S	20610	1970-01-01	2099-12-31		20610	ENG	5479202	ATC	IN	R06AE07	cetirizine	N
835	949459	949459	chloroxylenol	Drug	RxNorm	Ingredient	S	20877	1970-01-01	2099-12-31		20877	ENG	5479260	ATC	IN	D08AE05	chloroxylenol	N
836	1350310	1350310	cilostazol	Drug	RxNorm	Ingredient	S	21107	1970-01-01	2099-12-31		21107	ENG	5479321	ATC	IN	B01AC23	cilostazol	N
837	1750500	1750500	clarithromycin	Drug	RxNorm	Ingredient	S	21212	1970-01-01	2099-12-31		21212	ENG	5479351	ATC	IN	J01FA09	clarithromycin	N
838	19086888	19086888	deflazacort	Drug	RxNorm	Ingredient	S	22396	1970-01-01	2099-12-31		22396	ENG	5479601	ATC	IN	H02AB13	deflazacort	N
839	1588000	1588000	desogestrel	Drug	RxNorm	Ingredient	S	22656	1970-01-01	2099-12-31		22656	ENG	5479629	ATC	IN	G03AC09	desogestrel	N
840	1195492	1195492	etodolac	Drug	RxNorm	Ingredient	S	24605	1970-01-01	2099-12-31		24605	ENG	5480047	ATC	IN	M01AB08	etodolac	N
841	1395773	1395773	iron sucrose	Drug	RxNorm	Ingredient	S	24909	1970-01-01	2099-12-31		24909	ENG	5482178	ATC	IN	B03AB02	saccharated iron oxide	N
842	1796435	1796435	cefixime	Drug	RxNorm	Ingredient	S	25033	1970-01-01	2099-12-31		25033	ENG	5479161	ATC	IN	J01DD08	cefixime	N
843	1196677	1196677	formoterol	Drug	RxNorm	Ingredient	S	25255	1970-01-01	2099-12-31		25255	ENG	12733711	ATC	IN	R03CC15	formoterol	N
844	1196677	1196677	formoterol	Drug	RxNorm	Ingredient	S	25255	1970-01-01	2099-12-31		25255	ENG	5480280	ATC	IN	R03AC13	formoterol	N
845	19097405	19097405	fusafungin	Drug	RxNorm	Ingredient	S	25437	1970-01-01	2099-12-31		25437	ENG	5480306	ATC	IN	R02AB03	fusafungine	N
846	797399	797399	gabapentin	Drug	RxNorm	Ingredient	S	25480	1970-01-01	2099-12-31		25480	ENG	12799208	ATC	IN	N02BF01	gabapentin	N
847	1597756	1597756	glimepiride	Drug	RxNorm	Ingredient	S	25789	1970-01-01	2099-12-31		25789	ENG	5480365	ATC	IN	A10BB12	glimepiride	N
848	902251	902251	hypromellose	Drug	RxNorm	Ingredient	S	27334	1970-01-01	2099-12-31		27334	ENG	5480542	ATC	IN	S01KA02	hypromellose	N
849	903893	903893	emedastine	Drug	RxNorm	Ingredient	S	28144	1970-01-01	2099-12-31		28144	ENG	5479901	ATC	IN	S01GX06	emedastine	N
850	705103	705103	lamotrigine	Drug	RxNorm	Ingredient	S	28439	1970-01-01	2099-12-31		28439	ENG	5480785	ATC	IN	N03AX09	lamotrigine	N
851	907553	907553	levocabastine	Drug	RxNorm	Ingredient	S	28627	1970-01-01	2099-12-31		28627	ENG	5480813	ATC	IN	R01AC02	levocabastine	N
852	907553	907553	levocabastine	Drug	RxNorm	Ingredient	S	28627	1970-01-01	2099-12-31		28627	ENG	5480814	ATC	IN	S01GX02	levocabastine	N
853	1507558	1507558	nafarelin	Drug	RxNorm	Ingredient	S	28656	1970-01-01	2099-12-31		28656	ENG	5481308	ATC	IN	H01CA02	nafarelin	N
854	19007977	19007977	lormetazepam	Drug	RxNorm	Ingredient	S	28894	1970-01-01	2099-12-31		28894	ENG	5480888	ATC	IN	N05CD06	lormetazepam	N
855	1113648	1113648	nabumetone	Drug	RxNorm	Ingredient	S	31448	1970-01-01	2099-12-31		31448	ENG	5481304	ATC	IN	M01AX01	nabumetone	N
856	714684	714684	nefazodone	Drug	RxNorm	Ingredient	S	31565	1970-01-01	2099-12-31		31565	ENG	5481347	ATC	IN	N06AX06	nefazodone	N
857	19014977	19014977	nicorandil	Drug	RxNorm	Ingredient	S	31748	1970-01-01	2099-12-31		31748	ENG	5481380	ATC	IN	C01DX16	nicorandil	N
858	923540	923540	phenol	Drug	RxNorm	Ingredient	S	33290	1970-01-01	2099-12-31		33290	ENG	5481724	ATC	IN	C05BB05	phenol	N
859	923540	923540	phenol	Drug	RxNorm	Ingredient	S	33290	1970-01-01	2099-12-31		33290	ENG	5481725	ATC	IN	D08AE03	phenol	N
860	923540	923540	phenol	Drug	RxNorm	Ingredient	S	33290	1970-01-01	2099-12-31		33290	ENG	5481726	ATC	IN	N01BX03	phenol	N
861	923540	923540	phenol	Drug	RxNorm	Ingredient	S	33290	1970-01-01	2099-12-31		33290	ENG	5481727	ATC	IN	R02AA19	phenol	N
862	1525215	1525215	pioglitazone	Drug	RxNorm	Ingredient	S	33738	1970-01-01	2099-12-31		33738	ENG	5481785	ATC	IN	A10BG03	pioglitazone	N
863	19029018	19029018	prolintane	Drug	RxNorm	Ingredient	S	34604	1970-01-01	2099-12-31		34604	ENG	5481967	ATC	IN	N06BX14	prolintane	N
864	19035226	19035226	remoxipride	Drug	RxNorm	Ingredient	S	35350	1970-01-01	2099-12-31		35350	ENG	5482084	ATC	IN	N05AL04	remoxipride	N
865	19035396	19035396	reproterol	Drug	RxNorm	Ingredient	S	35373	1970-01-01	2099-12-31		35373	ENG	5482087	ATC	IN	R03AC15	reproterol	N
866	19035396	19035396	reproterol	Drug	RxNorm	Ingredient	S	35373	1970-01-01	2099-12-31		35373	ENG	5482088	ATC	IN	R03CC14	reproterol	N
867	1536743	1536743	ganirelix	Drug	RxNorm	Ingredient	S	35825	1970-01-01	2099-12-31		35825	ENG	5480332	ATC	IN	H01CC01	ganirelix	N
868	1337107	1337107	ranolazine	Drug	RxNorm	Ingredient	S	35829	2006-04-02	2099-12-31		35829	ENG	5482074	ATC	IN	C01EB18	ranolazine	N
869	1137529	1137529	salmeterol	Drug	RxNorm	Ingredient	S	36117	1970-01-01	2099-12-31		36117	ENG	5482190	ATC	IN	R03AC12	salmeterol	N
870	1537655	1537655	salmon calcitonin	Drug	RxNorm	Ingredient	S	36118	1970-01-01	2099-12-31		36118	ENG	5479038	ATC	IN	H05BA01	calcitonin (salmon synthetic)	N
871	739363	739363	sibutramine	Drug	RxNorm	Ingredient	S	36514	1970-01-01	2099-12-31		36514	ENG	5482227	ATC	IN	A08AA10	sibutramine	N
872	19041220	19041220	tenoxicam	Drug	RxNorm	Ingredient	S	37790	1970-01-01	2099-12-31		37790	ENG	5482525	ATC	IN	M01AC02	tenoxicam	N
873	1741309	1741309	terbinafine	Drug	RxNorm	Ingredient	S	37801	1970-01-01	2099-12-31		37801	ENG	5482527	ATC	IN	D01AE15	terbinafine	N
874	1741309	1741309	terbinafine	Drug	RxNorm	Ingredient	S	37801	1970-01-01	2099-12-31		37801	ENG	5482528	ATC	IN	D01BA02	terbinafine	N
875	19042692	19042692	triclofos	Drug	RxNorm	Ingredient	S	38610	1970-01-01	2099-12-31		38610	ENG	5482742	ATC	IN	N05CM07	triclofos	N
876	1343346	1343346	vinorelbine	Drug	RxNorm	Ingredient	S	39541	1970-01-01	2099-12-31		39541	ENG	5482883	ATC	IN	L01CA04	vinorelbine	N
877	744798	744798	zonisamide	Drug	RxNorm	Ingredient	S	39998	1970-01-01	2099-12-31		39998	ENG	5482946	ATC	IN	N03AX15	zonisamide	N
878	1149380	1149380	fluticasone	Drug	RxNorm	Ingredient	S	41126	1970-01-01	2099-12-31		41126	ENG	5480261	ATC	IN	D07AC17	fluticasone	N
879	1149380	1149380	fluticasone	Drug	RxNorm	Ingredient	S	41126	1970-01-01	2099-12-31		41126	ENG	5480262	ATC	IN	R01AD08	fluticasone	N
880	1149380	1149380	fluticasone	Drug	RxNorm	Ingredient	S	41126	1970-01-01	2099-12-31		41126	ENG	5480263	ATC	IN	R03BA05	fluticasone	N
881	1150345	1150345	meloxicam	Drug	RxNorm	Ingredient	S	41493	1970-01-01	2099-12-31		41493	ENG	5481023	ATC	IN	M01AC06	meloxicam	N
882	19050633	19050633	sertindole	Drug	RxNorm	Ingredient	S	41996	1970-01-01	2099-12-31		41996	ENG	5482222	ATC	IN	N05AE03	sertindole	N
883	1150836	1150836	terfenadine	Drug	RxNorm	Ingredient	S	42330	1970-01-01	2099-12-31		42330	ENG	5482533	ATC	IN	R06AX12	terfenadine	N
884	1551860	1551860	pravastatin	Drug	RxNorm	Ingredient	S	42463	1970-01-01	2099-12-31		42463	ENG	5481902	ATC	IN	C10AA03	pravastatin	N
885	19057607	19057607	amisulpride	Drug	RxNorm	Ingredient	S	46303	1970-01-01	2099-12-31		46303	ENG	5478643	ATC	IN	N05AL05	amisulpride	N
886	1378382	1378382	paclitaxel	Drug	RxNorm	Ingredient	S	56946	1970-01-01	2099-12-31		56946	ENG	5481595	ATC	IN	L01CD01	paclitaxel	N
887	19078399	19078399	teicoplanin	Drug	RxNorm	Ingredient	S	57021	1970-01-01	2099-12-31		57021	ENG	5482503	ATC	IN	J01XA02	teicoplanin	N
888	981654	981654	penciclovir	Drug	RxNorm	Ingredient	S	59839	1970-01-01	2099-12-31		59839	ENG	5481654	ATC	IN	D06BB06	penciclovir	N
889	981654	981654	penciclovir	Drug	RxNorm	Ingredient	S	59839	1970-01-01	2099-12-31		59839	ENG	5481655	ATC	IN	J05AB13	penciclovir	N
890	981709	981709	dorzolamide	Drug	RxNorm	Ingredient	S	60207	1970-01-01	2099-12-31		60207	ENG	5479845	ATC	IN	S01EC03	dorzolamide	N
891	1301065	1301065	dalteparin	Drug	RxNorm	Ingredient	S	67109	1970-01-01	2099-12-31		67109	ENG	5479575	ATC	IN	B01AB04	dalteparin	N
892	1708748	1708748	zanamivir	Drug	RxNorm	Ingredient	S	69722	1970-01-01	2099-12-31		69722	ENG	5482921	ATC	IN	J05AH01	zanamivir	N
893	1513103	1513103	raloxifene	Drug	RxNorm	Ingredient	S	72143	1970-01-01	2099-12-31		72143	ENG	5482062	ATC	IN	G03XC01	raloxifene	N
894	1315946	1315946	letrozole	Drug	RxNorm	Ingredient	S	72965	1970-01-01	2099-12-31		72965	ENG	5480806	ATC	IN	L02BG04	letrozole	N
895	941052	941052	alitretinoin	Drug	RxNorm	Ingredient	S	81864	1970-01-01	2099-12-31		81864	ENG	12530780	ATC	IN	L01XF02	alitretinoin	N
896	941052	941052	alitretinoin	Drug	RxNorm	Ingredient	S	81864	1970-01-01	2099-12-31		81864	ENG	5478566	ATC	IN	D11AH04	alitretinoin	N
897	1344381	1344381	bicalutamide	Drug	RxNorm	Ingredient	S	83008	1970-01-01	2099-12-31		83008	ENG	5478908	ATC	IN	L02BB03	bicalutamide	N
898	1345141	1345141	mibefradil	Drug	RxNorm	Ingredient	S	83213	1970-01-01	2099-12-31		83213	ENG	5481205	ATC	IN	C08CX01	mibefradil	N
899	1346686	1346686	eprosartan	Drug	RxNorm	Ingredient	S	83515	1970-01-01	2099-12-31		83515	ENG	5479957	ATC	IN	C09CA02	eprosartan	N
900	19135830	19135830	rabies immune globulin, human	Drug	RxNorm	Ingredient	S	89886	1970-01-01	2099-12-31		89886	ENG	5482058	ATC	IN	J06BB05	rabies immunoglobulin	N
901	19135931	19135931	cyanocobalamin Co57	Drug	RxNorm	Ingredient	S	91516	1970-01-01	2099-12-31		91516	ENG	12733674	ATC	IN	V09XX01	cobalt (57Co) cyanocobalamine	N
902	19000753	19000753	ferrous glycine sulfate	Drug	RxNorm	Ingredient	S	105655	1970-01-01	2099-12-31		105655	ENG	5480144	ATC	IN	B03AA01	ferrous glycine sulfate	N
903	19001131	19001131	sodium ironedetate	Drug	RxNorm	Ingredient	S	105673	1970-01-01	2099-12-31		105673	ENG	5482271	ATC	IN	B03AB03	sodium feredetate	N
904	19005129	19005129	clobetasone	Drug	RxNorm	Ingredient	S	108074	1970-01-01	2099-12-31		108074	ENG	5479376	ATC	IN	D07AB01	clobetasone	N
905	19005129	19005129	clobetasone	Drug	RxNorm	Ingredient	S	108074	1970-01-01	2099-12-31		108074	ENG	5479377	ATC	IN	S01BA09	clobetasone	N
906	1116031	1116031	zolmitriptan	Drug	RxNorm	Ingredient	S	135775	1970-01-01	2099-12-31		135775	ENG	5482943	ATC	IN	N02CC03	zolmitriptan	N
907	19016889	19016889	magnesium orotate	Drug	RxNorm	Ingredient	S	139233	1970-01-01	2099-12-31		139233	ENG	5480931	ATC	IN	A12CC09	magnesium orotate	N
908	19019131	19019131	magnesium aspartate	Drug	RxNorm	Ingredient	S	142131	1970-01-01	2099-12-31		142131	ENG	5480918	ATC	IN	A12CC05	magnesium aspartate	N
909	733523	733523	rivastigmine	Drug	RxNorm	Ingredient	S	183379	1970-01-01	2099-12-31		183379	ENG	5482144	ATC	IN	N06DA03	rivastigmine	N
910	952004	952004	sevelamer	Drug	RxNorm	Ingredient	S	214824	1970-01-01	2099-12-31		214824	ENG	5482225	ATC	IN	V03AE02	sevelamer	N
911	1586346	1586346	insulin, regular, pork	Drug	RxNorm	Ingredient	S	221109	1970-01-01	2099-12-31		221109	ENG	5480624	ATC	IN	A10AB03	insulin (pork)	N
912	1586346	1586346	insulin, regular, pork	Drug	RxNorm	Ingredient	S	221109	1970-01-01	2099-12-31		221109	ENG	5480625	ATC	IN	A10AC03	insulin (pork)	N
913	1586346	1586346	insulin, regular, pork	Drug	RxNorm	Ingredient	S	221109	1970-01-01	2099-12-31		221109	ENG	5480626	ATC	IN	A10AD03	insulin (pork)	N
914	1586346	1586346	insulin, regular, pork	Drug	RxNorm	Ingredient	S	221109	1970-01-01	2099-12-31		221109	ENG	5480627	ATC	IN	A10AE03	insulin (pork)	N
915	1387104	1387104	trastuzumab	Drug	RxNorm	Ingredient	S	224905	1970-01-01	2099-12-31		224905	ENG	12733909	ATC	IN	L01FD01	trastuzumab	N
916	902938	902938	ciclesonide	Drug	RxNorm	Ingredient	S	274964	2006-01-15	2099-12-31		274964	ENG	5479306	ATC	IN	R01AD13	ciclesonide	N
917	902938	902938	ciclesonide	Drug	RxNorm	Ingredient	S	274964	2006-01-15	2099-12-31		274964	ENG	5479307	ATC	IN	R03BA08	ciclesonide	N
918	1703063	1703063	valganciclovir	Drug	RxNorm	Ingredient	S	275891	1970-01-01	2099-12-31		275891	ENG	5482831	ATC	IN	J05AB14	valganciclovir	N
919	1304107	1304107	imatinib	Drug	RxNorm	Ingredient	S	282388	1970-01-01	2099-12-31		282388	ENG	12530869	ATC	IN	L01EA01	imatinib	N
920	904525	904525	bimatoprost	Drug	RxNorm	Ingredient	S	283810	1970-01-01	2099-12-31		283810	ENG	5478916	ATC	IN	S01EE03	bimatoprost	N
921	1304643	1304643	darbepoetin alfa	Drug	RxNorm	Ingredient	S	283838	1970-01-01	2099-12-31		283838	ENG	5479588	ATC	IN	B03XA02	darbepoetin alfa	N
922	909795	909795	nepafenac	Drug	RxNorm	Ingredient	S	298665	2005-11-13	2099-12-31		298665	ENG	5481365	ATC	IN	S01BC10	nepafenac	N
923	1110942	1110942	omalizumab	Drug	RxNorm	Ingredient	S	302379	1970-01-01	2099-12-31		302379	ENG	5481488	ATC	IN	R03DX05	omalizumab	N
924	19011355	19011355	etoricoxib	Drug	RxNorm	Ingredient	S	307296	1970-01-01	2099-12-31		307296	ENG	5480058	ATC	IN	M01AH05	etoricoxib	N
925	1315865	1315865	fondaparinux	Drug	RxNorm	Ingredient	S	321208	1970-01-01	2099-12-31		321208	ENG	5480276	ATC	IN	B01AX05	fondaparinux	N
926	916005	916005	solifenacin	Drug	RxNorm	Ingredient	S	322167	1970-01-01	2099-12-31		322167	ENG	5482310	ATC	IN	G04BD08	solifenacin	N
927	916662	916662	dimethicone	Drug	RxNorm	Ingredient	S	324072	1970-01-01	2099-12-31		324072	ENG	5479773	ATC	IN	P03AX05	dimeticone	N
928	1125443	1125443	dornase alfa	Drug	RxNorm	Ingredient	S	337623	1970-01-01	2099-12-31		337623	ENG	5479844	ATC	IN	R05CB13	dornase alfa (desoxyribonuclease)	N
929	1526475	1526475	ezetimibe	Drug	RxNorm	Ingredient	S	341248	1970-01-01	2099-12-31		341248	ENG	5480071	ATC	IN	C10AX09	ezetimibe	N
930	1544838	1544838	insulin glulisine, human	Drug	RxNorm	Ingredient	S	400008	2005-12-04	2099-12-31		400008	ENG	5480632	ATC	IN	A10AB06	insulin glulisine	N
931	1580747	1580747	sitagliptin	Drug	RxNorm	Ingredient	S	593411	2006-12-17	2099-12-31		593411	ENG	5482249	ATC	IN	A10BH01	sitagliptin	N
932	1186087	1186087	abatacept	Drug	RxNorm	Ingredient	S	614391	2006-03-12	2099-12-31		614391	ENG	5478454	ATC	IN	L04AA24	abatacept	N
933	19087394	19087394	lacosamide	Drug	RxNorm	Ingredient	S	623400	2008-11-09	2099-12-31		623400	ENG	5480774	ATC	IN	N03AX18	lacosamide	N
934	703244	703244	paliperidone	Drug	RxNorm	Ingredient	S	679314	2007-01-28	2099-12-31		679314	ENG	5481598	ATC	IN	N05AX13	paliperidone	N
935	912263	912263	certolizumab pegol	Drug	RxNorm	Ingredient	S	709271	2008-06-01	2099-12-31		709271	ENG	5479199	ATC	IN	L04AB05	certolizumab pegol	N
936	19012346	19012346	eltrombopag	Drug	RxNorm	Ingredient	S	711942	2009-01-04	2099-12-31		711942	ENG	5479899	ATC	IN	B02BX05	eltrombopag	N
937	19028106	19028106	isopropyl alcohol	Drug	RxNorm	Ingredient	S	797541	2008-06-29	2099-12-31		797541	ENG	5480726	ATC	IN	D08AX05	isopropanol	N
938	40175900	40175900	polidocanol	Drug	RxNorm	Ingredient	S	968170	2010-05-02	2099-12-31		968170	ENG	5481839	ATC	IN	C05BB02	polidocanol	N
939	40226579	40226579	fingolimod	Drug	RxNorm	Ingredient	S	1012892	2010-10-03	2099-12-31		1012892	ENG	12869067	ATC	IN	L04AE01	fingolimod	N
940	40228152	40228152	dabigatran etexilate	Drug	RxNorm	Ingredient	S	1037042	2010-10-31	2099-12-31		1037042	ENG	5479570	ATC	IN	B01AE07	dabigatran etexilate	N
941	40234201	40234201	butylscopolamine	Drug	RxNorm	Ingredient	S	1085787	2011-02-06	2099-12-31		1085787	ENG	5479021	ATC	IN	A03BB01	butylscopolamine	N
942	40236897	40236897	roflumilast	Drug	RxNorm	Ingredient	S	1091836	2011-04-03	2099-12-31		1091836	ENG	12869131	ATC	IN	D05AX06	roflumilast	N
943	40236897	40236897	roflumilast	Drug	RxNorm	Ingredient	S	1091836	2011-04-03	2099-12-31		1091836	ENG	5482149	ATC	IN	R03DX07	roflumilast	N
944	40239330	40239330	telaprevir	Drug	RxNorm	Ingredient	S	1102261	2011-06-05	2099-12-31		1102261	ENG	9716372	ATC	IN	J05AP02	telaprevir	N
945	40241331	40241331	rivaroxaban	Drug	RxNorm	Ingredient	S	1114195	2011-07-31	2099-12-31		1114195	ENG	5482143	ATC	IN	B01AF01	rivaroxaban	N
946	40241186	40241186	ticagrelor	Drug	RxNorm	Ingredient	S	1116632	2011-07-31	2099-12-31		1116632	ENG	5482621	ATC	IN	B01AC24	ticagrelor	N
947	40241937	40241937	vemurafenib	Drug	RxNorm	Ingredient	S	1147220	2011-09-04	2099-12-31		1147220	ENG	12531059	ATC	IN	L01EC01	vemurafenib	N
948	40242675	40242675	crizotinib	Drug	RxNorm	Ingredient	S	1148495	2011-10-02	2099-12-31		1148495	ENG	12530818	ATC	IN	L01ED01	crizotinib	N
949	40244464	40244464	ruxolitinib	Drug	RxNorm	Ingredient	S	1193326	2011-12-04	2099-12-31		1193326	ENG	12530964	ATC	IN	L01EJ01	ruxolitinib	N
950	40244464	40244464	ruxolitinib	Drug	RxNorm	Ingredient	S	1193326	2011-12-04	2099-12-31		1193326	ENG	12799254	ATC	IN	D11AH09	ruxolitinib	N
951	40244266	40244266	aflibercept	Drug	RxNorm	Ingredient	S	1232150	2011-12-04	2099-12-31		1232150	ENG	5478524	ATC	IN	S01LA05	aflibercept	N
952	40244266	40244266	aflibercept	Drug	RxNorm	Ingredient	S	1232150	2011-12-04	2099-12-31		1232150	ENG	5936862	ATC	IN	L01XX44	aflibercept	N
953	42709320	42709320	ingenol mebutate	Drug	RxNorm	Ingredient	S	1242806	2012-05-07	2099-12-31		1242806	ENG	5480607	ATC	IN	D06BX02	ingenol mebutate	N
954	42904177	42904177	perampanel	Drug	RxNorm	Ingredient	S	1356552	2012-12-03	2099-12-31		1356552	ENG	5481679	ATC	IN	N03AX22	perampanel	N
955	43533015	43533015	ferric hydroxide	Drug	RxNorm	Ingredient	S	1428835	2013-08-05	2099-12-31		1428835	ENG	5480126	ATC	IN	B03AB04	ferric hydroxide	N
956	44506752	44506752	riociguat	Drug	RxNorm	Ingredient	S	1439816	2013-11-04	2099-12-31		1439816	ENG	6821868	ATC	IN	C02KX05	riociguat	N
957	44507848	44507848	ibrutinib	Drug	RxNorm	Ingredient	S	1442981	2013-12-02	2099-12-31		1442981	ENG	12530866	ATC	IN	L01EL01	ibrutinib	N
958	44507700	44507700	vortioxetine	Drug	RxNorm	Ingredient	S	1455099	2013-12-02	2099-12-31		1455099	ENG	5936947	ATC	IN	N06AX26	vortioxetine	N
959	45774435	45774435	dulaglutide	Drug	RxNorm	Ingredient	S	1551291	2014-12-01	2099-12-31		1551291	ENG	8712486	ATC	IN	A10BJ05	dulaglutide	N
960	46234437	46234437	ivabradine	Drug	RxNorm	Ingredient	S	1649480	2015-07-06	2099-12-31		1649480	ENG	5480743	ATC	IN	C01EB17	ivabradine	N
961	35606465	35606465	elbasvir	Drug	RxNorm	Ingredient	S	1734628	2016-05-02	2099-12-31		1734628	ENG	11818849	ATC	IN	J05AP10	elbasvir	N
962	1436650	1436650	mercaptopurine	Drug	RxNorm	Ingredient	S	103	1970-01-01	2099-12-31		103	ENG	5481064	ATC	IN	L01BB02	mercaptopurine	N
963	19059528	19059528	alfentanil	Drug	RxNorm	Ingredient	S	480	1970-01-01	2099-12-31		480	ENG	5478553	ATC	IN	N01AH02	alfentanil	N
964	19087090	19087090	amantadine	Drug	RxNorm	Ingredient	S	620	1970-01-01	2099-12-31		620	ENG	5478609	ATC	IN	N04BB01	amantadine	N
965	912362	912362	ammonium chloride	Drug	RxNorm	Ingredient	S	712	1970-01-01	2099-12-31		712	ENG	5478649	ATC	IN	B05XA04	ammonium chloride	N
966	912362	912362	ammonium chloride	Drug	RxNorm	Ingredient	S	712	1970-01-01	2099-12-31		712	ENG	5478650	ATC	IN	G04BA01	ammonium chloride	N
967	713109	713109	amoxapine	Drug	RxNorm	Ingredient	S	722	1970-01-01	2099-12-31		722	ENG	5478654	ATC	IN	N06AA17	amoxapine	N
968	1713332	1713332	amoxicillin	Drug	RxNorm	Ingredient	S	723	1970-01-01	2099-12-31		723	ENG	5478655	ATC	IN	J01CA04	amoxicillin	N
969	1115572	1115572	beclomethasone	Drug	RxNorm	Ingredient	S	1347	1970-01-01	2099-12-31		1347	ENG	5478801	ATC	IN	A07EA07	beclometasone	N
970	1115572	1115572	beclomethasone	Drug	RxNorm	Ingredient	S	1347	1970-01-01	2099-12-31		1347	ENG	5478802	ATC	IN	D07AC15	beclometasone	N
971	1115572	1115572	beclomethasone	Drug	RxNorm	Ingredient	S	1347	1970-01-01	2099-12-31		1347	ENG	5478803	ATC	IN	R01AD01	beclometasone	N
972	1115572	1115572	beclomethasone	Drug	RxNorm	Ingredient	S	1347	1970-01-01	2099-12-31		1347	ENG	5478804	ATC	IN	R03BA01	beclometasone	N
973	19016435	19016435	benorilate	Drug	RxNorm	Ingredient	S	1372	1970-01-01	2099-12-31		1372	ENG	5478826	ATC	IN	N02BA10	benorilate	N
974	19016440	19016440	benperidol	Drug	RxNorm	Ingredient	S	1373	1970-01-01	2099-12-31		1373	ENG	5478828	ATC	IN	N05AD07	benperidol	N
975	719174	719174	benztropine	Drug	RxNorm	Ingredient	S	1424	1970-01-01	2099-12-31		1424	ENG	5478836	ATC	IN	N04AC01	benzatropine	N
976	1520218	1520218	betaine	Drug	RxNorm	Ingredient	S	1512	1970-01-01	2099-12-31		1512	ENG	5478872	ATC	IN	A16AA06	betaine	N
977	920458	920458	betamethasone	Drug	RxNorm	Ingredient	S	1514	1970-01-01	2099-12-31		1514	ENG	5478874	ATC	IN	A07EA04	betamethasone	N
978	920458	920458	betamethasone	Drug	RxNorm	Ingredient	S	1514	1970-01-01	2099-12-31		1514	ENG	5478875	ATC	IN	C05AA05	betamethasone	N
979	920458	920458	betamethasone	Drug	RxNorm	Ingredient	S	1514	1970-01-01	2099-12-31		1514	ENG	5478876	ATC	IN	D07AC01	betamethasone	N
980	920458	920458	betamethasone	Drug	RxNorm	Ingredient	S	1514	1970-01-01	2099-12-31		1514	ENG	5478877	ATC	IN	D07XC01	betamethasone	N
981	920458	920458	betamethasone	Drug	RxNorm	Ingredient	S	1514	1970-01-01	2099-12-31		1514	ENG	5478878	ATC	IN	H02AB01	betamethasone	N
982	920458	920458	betamethasone	Drug	RxNorm	Ingredient	S	1514	1970-01-01	2099-12-31		1514	ENG	5478879	ATC	IN	R01AD06	betamethasone	N
983	920458	920458	betamethasone	Drug	RxNorm	Ingredient	S	1514	1970-01-01	2099-12-31		1514	ENG	5478880	ATC	IN	R03BA04	betamethasone	N
984	920458	920458	betamethasone	Drug	RxNorm	Ingredient	S	1514	1970-01-01	2099-12-31		1514	ENG	5478881	ATC	IN	S01BA06	betamethasone	N
985	920458	920458	betamethasone	Drug	RxNorm	Ingredient	S	1514	1970-01-01	2099-12-31		1514	ENG	5478882	ATC	IN	S01CB04	betamethasone	N
986	920458	920458	betamethasone	Drug	RxNorm	Ingredient	S	1514	1970-01-01	2099-12-31		1514	ENG	5478883	ATC	IN	S02BA07	betamethasone	N
987	920458	920458	betamethasone	Drug	RxNorm	Ingredient	S	1514	1970-01-01	2099-12-31		1514	ENG	5478884	ATC	IN	S03BA03	betamethasone	N
988	19024770	19024770	biotin	Drug	RxNorm	Ingredient	S	1588	1970-01-01	2099-12-31		1588	ENG	5478919	ATC	IN	A11HA05	biotin	N
989	1130863	1130863	brompheniramine	Drug	RxNorm	Ingredient	S	1767	1970-01-01	2099-12-31		1767	ENG	5478970	ATC	IN	R06AB01	brompheniramine	N
990	19035569	19035569	calcifediol	Drug	RxNorm	Ingredient	S	1889	1970-01-01	2099-12-31		1889	ENG	12530805	ATC	IN	H05BX05	calcifediol	N
991	19035569	19035569	calcifediol	Drug	RxNorm	Ingredient	S	1889	1970-01-01	2099-12-31		1889	ENG	5479033	ATC	IN	A11CC06	calcifediol	N
992	19037038	19037038	calcium gluconate	Drug	RxNorm	Ingredient	S	1908	1970-01-01	2099-12-31		1908	ENG	12869026	ATC	IN	B05XA19	calcium gluconate	N
993	19037038	19037038	calcium gluconate	Drug	RxNorm	Ingredient	S	1908	1970-01-01	2099-12-31		1908	ENG	5479059	ATC	IN	A12AA03	calcium gluconate	N
994	19037038	19037038	calcium gluconate	Drug	RxNorm	Ingredient	S	1908	1970-01-01	2099-12-31		1908	ENG	5479060	ATC	IN	D11AX03	calcium gluconate	N
