	drug_concept_id	concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason	_c0	_c1	_c7	_c9	_c11	_c12	_c13	_c14	_c16
652	937439	937439	bethanechol	Drug	RxNorm	Ingredient	S	19257	1970-01-01	2099-12-31		19257	ENG	8570896	DB01019	DRUGBANK	IN	DB01019	Bethanechol	N
653	1749008	1749008	cefpodoxime	Drug	RxNorm	Ingredient	S	20489	1970-01-01	2099-12-31		20489	ENG	8278905	DB01416	DRUGBANK	IN	DB01416	Cefpodoxime	N
654	1149196	1149196	cetirizine	Drug	RxNorm	Ingredient	S	20610	1970-01-01	2099-12-31		20610	ENG	8601610	DB00341	DRUGBANK	IN	DB00341	Cetirizine	N
655	949453	949453	chloroxine	Drug	RxNorm	Ingredient	S	20875	1970-01-01	2099-12-31		20875	ENG	8447635	DB01243	DRUGBANK	IN	DB01243	Chloroxine	N
656	949459	949459	chloroxylenol	Drug	RxNorm	Ingredient	S	20877	1970-01-01	2099-12-31		20877	ENG	9273206	DB11121	DRUGBANK	IN	DB11121	Chloroxylenol	N
657	1350310	1350310	cilostazol	Drug	RxNorm	Ingredient	S	21107	1970-01-01	2099-12-31		21107	ENG	8621175	DB01166	DRUGBANK	IN	DB01166	Cilostazol	N
658	1750500	1750500	clarithromycin	Drug	RxNorm	Ingredient	S	21212	1970-01-01	2099-12-31		21212	ENG	8543314	DB01211	DRUGBANK	IN	DB01211	Clarithromycin	N
659	969276	969276	crotamiton	Drug	RxNorm	Ingredient	S	21766	1970-01-01	2099-12-31		21766	ENG	8278814	DB00265	DRUGBANK	IN	DB00265	Crotamiton	N
660	19086888	19086888	deflazacort	Drug	RxNorm	Ingredient	S	22396	1970-01-01	2099-12-31		22396	ENG	8731202	DB11921	DRUGBANK	IN	DB11921	Deflazacort	N
661	1588000	1588000	desogestrel	Drug	RxNorm	Ingredient	S	22656	1970-01-01	2099-12-31		22656	ENG	8376353	DB00304	DRUGBANK	IN	DB00304	Desogestrel	N
662	19090016	19090016	dipipanone	Drug	RxNorm	Ingredient	S	23405	1970-01-01	2099-12-31		23405	ENG	8715497	DB01491	DRUGBANK	IN	DB01491	Dipipanone	N
663	19095341	19095341	ethoheptazine	Drug	RxNorm	Ingredient	S	24484	1970-01-01	2099-12-31		24484	ENG	8717210	DB08988	DRUGBANK	IN	DB08988	Ethoheptazine	N
664	1195492	1195492	etodolac	Drug	RxNorm	Ingredient	S	24605	1970-01-01	2099-12-31		24605	ENG	8647510	DB00749	DRUGBANK	IN	DB00749	Etodolac	N
665	1395773	1395773	iron sucrose	Drug	RxNorm	Ingredient	S	24909	1970-01-01	2099-12-31		24909	ENG	11445181	DB09146	DRUGBANK	IN	DB09146	Iron sucrose	N
666	1796435	1796435	cefixime	Drug	RxNorm	Ingredient	S	25033	1970-01-01	2099-12-31		25033	ENG	8266929	DB00671	DRUGBANK	IN	DB00671	Cefixime	N
667	1196677	1196677	formoterol	Drug	RxNorm	Ingredient	S	25255	1970-01-01	2099-12-31		25255	ENG	8499473	DB00983	DRUGBANK	IN	DB00983	Formoterol	N
668	19097405	19097405	fusafungin	Drug	RxNorm	Ingredient	S	25437	1970-01-01	2099-12-31		25437	ENG	8520405	DB08965	DRUGBANK	IN	DB08965	Fusafungine	N
669	797399	797399	gabapentin	Drug	RxNorm	Ingredient	S	25480	1970-01-01	2099-12-31		25480	ENG	8384864	DB00996	DRUGBANK	IN	DB00996	Gabapentin	N
670	1597756	1597756	glimepiride	Drug	RxNorm	Ingredient	S	25789	1970-01-01	2099-12-31		25789	ENG	8429107	DB00222	DRUGBANK	IN	DB00222	Glimepiride	N
671	902251	902251	hypromellose	Drug	RxNorm	Ingredient	S	27334	1970-01-01	2099-12-31		27334	ENG	9273156	DB11075	DRUGBANK	IN	DB11075	Hypromellose	N
672	19003568	19003568	isopropyl myristate	Drug	RxNorm	Ingredient	S	27985	1970-01-01	2099-12-31		27985	ENG	9719068	DB13966	DRUGBANK	IN	DB13966	Isopropyl myristate	N
673	903893	903893	emedastine	Drug	RxNorm	Ingredient	S	28144	1970-01-01	2099-12-31		28144	ENG	8561121	DB01084	DRUGBANK	IN	DB01084	Emedastine	N
674	705103	705103	lamotrigine	Drug	RxNorm	Ingredient	S	28439	1970-01-01	2099-12-31		28439	ENG	8578326	DB00555	DRUGBANK	IN	DB00555	Lamotrigine	N
675	907553	907553	levocabastine	Drug	RxNorm	Ingredient	S	28627	1970-01-01	2099-12-31		28627	ENG	8619322	DB01106	DRUGBANK	IN	DB01106	Levocabastine	N
676	1507558	1507558	nafarelin	Drug	RxNorm	Ingredient	S	28656	1970-01-01	2099-12-31		28656	ENG	8607077	DB00666	DRUGBANK	IN	DB00666	Nafarelin	N
677	19007977	19007977	lormetazepam	Drug	RxNorm	Ingredient	S	28894	1970-01-01	2099-12-31		28894	ENG	9246668	DB13872	DRUGBANK	IN	DB13872	Lormetazepam	N
678	909440	909440	methyl salicylate	Drug	RxNorm	Ingredient	S	29787	1970-01-01	2099-12-31		29787	ENG	8278272	DB09543	DRUGBANK	IN	DB09543	Methyl salicylate	N
679	19009874	19009874	methylnicotinate	Drug	RxNorm	Ingredient	S	29900	1970-01-01	2099-12-31		29900	ENG	9704462	DB13882	DRUGBANK	IN	DB13882	Methyl nicotinate	N
680	1113648	1113648	nabumetone	Drug	RxNorm	Ingredient	S	31448	1970-01-01	2099-12-31		31448	ENG	8342660	DB00461	DRUGBANK	IN	DB00461	Nabumetone	N
681	714684	714684	nefazodone	Drug	RxNorm	Ingredient	S	31565	1970-01-01	2099-12-31		31565	ENG	8536243	DB01149	DRUGBANK	IN	DB01149	Nefazodone	N
682	19014977	19014977	nicorandil	Drug	RxNorm	Ingredient	S	31748	1970-01-01	2099-12-31		31748	ENG	8362898	DB09220	DRUGBANK	IN	DB09220	Nicorandil	N
683	923540	923540	phenol	Drug	RxNorm	Ingredient	S	33290	1970-01-01	2099-12-31		33290	ENG	8629141	DB03255	DRUGBANK	IN	DB03255	Phenol	N
684	1525215	1525215	pioglitazone	Drug	RxNorm	Ingredient	S	33738	1970-01-01	2099-12-31		33738	ENG	8387604	DB01132	DRUGBANK	IN	DB01132	Pioglitazone	N
685	19027080	19027080	potassium bicarbonate	Drug	RxNorm	Ingredient	S	34296	1970-01-01	2099-12-31		34296	ENG	9244972	DB11098	DRUGBANK	IN	DB11098	Potassium bicarbonate	N
686	19027475	19027475	potassium sulfate	Drug	RxNorm	Ingredient	S	34323	1970-01-01	2099-12-31		34323	ENG	10289165	DB14499	DRUGBANK	IN	DB14499	Potassium sulfate	N
687	19029215	19029215	propylparaben	Drug	RxNorm	Ingredient	S	34706	1970-01-01	2099-12-31		34706	ENG	10334502	DB14177	DRUGBANK	IN	DB14177	Propylparaben	N
688	19035226	19035226	remoxipride	Drug	RxNorm	Ingredient	S	35350	1970-01-01	2099-12-31		35350	ENG	8367312	DB00409	DRUGBANK	IN	DB00409	Remoxipride	N
689	19035396	19035396	reproterol	Drug	RxNorm	Ingredient	S	35373	1970-01-01	2099-12-31		35373	ENG	9246301	DB12846	DRUGBANK	IN	DB12846	Reproterol	N
690	1536743	1536743	ganirelix	Drug	RxNorm	Ingredient	S	35825	1970-01-01	2099-12-31		35825	ENG	8340749	DB06785	DRUGBANK	IN	DB06785	Ganirelix	N
691	1337107	1337107	ranolazine	Drug	RxNorm	Ingredient	S	35829	2006-04-02	2099-12-31		35829	ENG	8511532	DB00243	DRUGBANK	IN	DB00243	Ranolazine	N
692	1137529	1137529	salmeterol	Drug	RxNorm	Ingredient	S	36117	1970-01-01	2099-12-31		36117	ENG	8437708	DB00938	DRUGBANK	IN	DB00938	Salmeterol	N
693	1537655	1537655	salmon calcitonin	Drug	RxNorm	Ingredient	S	36118	1970-01-01	2099-12-31		36118	ENG	11829381	DB00017	DRUGBANK	IN	DB00017	Salmon calcitonin	N
694	739363	739363	sibutramine	Drug	RxNorm	Ingredient	S	36514	1970-01-01	2099-12-31		36514	ENG	8379533	DB01105	DRUGBANK	IN	DB01105	Sibutramine	N
695	939863	939863	sodium carbonate	Drug	RxNorm	Ingredient	S	36685	1970-01-01	2099-12-31		36685	ENG	8701855	DB09460	DRUGBANK	IN	DB09460	Sodium carbonate	N
696	19041220	19041220	tenoxicam	Drug	RxNorm	Ingredient	S	37790	1970-01-01	2099-12-31		37790	ENG	8300373	DB00469	DRUGBANK	IN	DB00469	Tenoxicam	N
697	1741309	1741309	terbinafine	Drug	RxNorm	Ingredient	S	37801	1970-01-01	2099-12-31		37801	ENG	8283651	DB00857	DRUGBANK	IN	DB00857	Terbinafine	N
698	19042692	19042692	triclofos	Drug	RxNorm	Ingredient	S	38610	1970-01-01	2099-12-31		38610	ENG	11418777	DB06753	DRUGBANK	IN	DB06753	Triclofos	N
699	1343346	1343346	vinorelbine	Drug	RxNorm	Ingredient	S	39541	1970-01-01	2099-12-31		39541	ENG	8581748	DB00361	DRUGBANK	IN	DB00361	Vinorelbine	N
700	744798	744798	zonisamide	Drug	RxNorm	Ingredient	S	39998	1970-01-01	2099-12-31		39998	ENG	8301162	DB00909	DRUGBANK	IN	DB00909	Zonisamide	N
701	1149380	1149380	fluticasone	Drug	RxNorm	Ingredient	S	41126	1970-01-01	2099-12-31		41126	ENG	9718980	DB13867	DRUGBANK	IN	DB13867	Fluticasone	N
702	1150345	1150345	meloxicam	Drug	RxNorm	Ingredient	S	41493	1970-01-01	2099-12-31		41493	ENG	8575753	DB00814	DRUGBANK	IN	DB00814	Meloxicam	N
703	19050633	19050633	sertindole	Drug	RxNorm	Ingredient	S	41996	1970-01-01	2099-12-31		41996	ENG	8629371	DB06144	DRUGBANK	IN	DB06144	Sertindole	N
704	1150836	1150836	terfenadine	Drug	RxNorm	Ingredient	S	42330	1970-01-01	2099-12-31		42330	ENG	8715240	DB00342	DRUGBANK	IN	DB00342	Terfenadine	N
705	1551860	1551860	pravastatin	Drug	RxNorm	Ingredient	S	42463	1970-01-01	2099-12-31		42463	ENG	8314085	DB00175	DRUGBANK	IN	DB00175	Pravastatin	N
706	19057607	19057607	amisulpride	Drug	RxNorm	Ingredient	S	46303	1970-01-01	2099-12-31		46303	ENG	8419212	DB06288	DRUGBANK	IN	DB06288	Amisulpride	N
707	967562	967562	loteprednol etabonate	Drug	RxNorm	Ingredient	S	52177	1970-01-01	2099-12-31		52177	ENG	10334920	DB14596	DRUGBANK	IN	DB14596	Loteprednol etabonate	N
708	1378382	1378382	paclitaxel	Drug	RxNorm	Ingredient	S	56946	1970-01-01	2099-12-31		56946	ENG	8307104	DB01229	DRUGBANK	IN	DB01229	Paclitaxel	N
709	19078399	19078399	teicoplanin	Drug	RxNorm	Ingredient	S	57021	1970-01-01	2099-12-31		57021	ENG	8594839	DB06149	DRUGBANK	IN	DB06149	Teicoplanin	N
710	981654	981654	penciclovir	Drug	RxNorm	Ingredient	S	59839	1970-01-01	2099-12-31		59839	ENG	8597308	DB00299	DRUGBANK	IN	DB00299	Penciclovir	N
711	981709	981709	dorzolamide	Drug	RxNorm	Ingredient	S	60207	1970-01-01	2099-12-31		60207	ENG	8330315	DB00869	DRUGBANK	IN	DB00869	Dorzolamide	N
712	1301065	1301065	dalteparin	Drug	RxNorm	Ingredient	S	67109	1970-01-01	2099-12-31		67109	ENG	8440452	DB06779	DRUGBANK	IN	DB06779	Dalteparin	N
713	1708748	1708748	zanamivir	Drug	RxNorm	Ingredient	S	69722	1970-01-01	2099-12-31		69722	ENG	8388646	DB00558	DRUGBANK	IN	DB00558	Zanamivir	N
714	1513103	1513103	raloxifene	Drug	RxNorm	Ingredient	S	72143	1970-01-01	2099-12-31		72143	ENG	8642181	DB00481	DRUGBANK	IN	DB00481	Raloxifene	N
715	1315946	1315946	letrozole	Drug	RxNorm	Ingredient	S	72965	1970-01-01	2099-12-31		72965	ENG	8641775	DB01006	DRUGBANK	IN	DB01006	Letrozole	N
716	941052	941052	alitretinoin	Drug	RxNorm	Ingredient	S	81864	1970-01-01	2099-12-31		81864	ENG	8342508	DB00523	DRUGBANK	IN	DB00523	Alitretinoin	N
717	941258	941258	docusate	Drug	RxNorm	Ingredient	S	82003	1970-01-01	2099-12-31		82003	ENG	9273166	DB11089	DRUGBANK	IN	DB11089	Docusate	N
718	1344381	1344381	bicalutamide	Drug	RxNorm	Ingredient	S	83008	1970-01-01	2099-12-31		83008	ENG	8542109	DB01128	DRUGBANK	IN	DB01128	Bicalutamide	N
719	1345141	1345141	mibefradil	Drug	RxNorm	Ingredient	S	83213	1970-01-01	2099-12-31		83213	ENG	8715350	DB01388	DRUGBANK	IN	DB01388	Mibefradil	N
720	1346686	1346686	eprosartan	Drug	RxNorm	Ingredient	S	83515	1970-01-01	2099-12-31		83515	ENG	8561904	DB00876	DRUGBANK	IN	DB00876	Eprosartan	N
721	19135825	19135825	chloral betaine	Drug	RxNorm	Ingredient	S	89808	1970-01-01	2099-12-31		89808	ENG	8715499	DB01494	DRUGBANK	IN	DB01494	Chloral betaine	N
722	19135830	19135830	rabies immune globulin, human	Drug	RxNorm	Ingredient	S	89886	1970-01-01	2099-12-31		89886	ENG	12540770	DB11603	DRUGBANK	IN	DB11603	Rabies immune globulin, human	N
723	19135931	19135931	cyanocobalamin Co57	Drug	RxNorm	Ingredient	S	91516	1970-01-01	2099-12-31		91516	ENG	10825114	DB09385	DRUGBANK	IN	DB09385	Cyanocobalamin Co-57	N
724	19000753	19000753	ferrous glycine sulfate	Drug	RxNorm	Ingredient	S	105655	1970-01-01	2099-12-31		105655	ENG	10289176	DB14501	DRUGBANK	IN	DB14501	Ferrous glycine sulfate	N
725	19001131	19001131	sodium ironedetate	Drug	RxNorm	Ingredient	S	105673	1970-01-01	2099-12-31		105673	ENG	10334357	DB13381	DRUGBANK	IN	DB13381	Sodium feredetate	N
726	19005129	19005129	clobetasone	Drug	RxNorm	Ingredient	S	108074	1970-01-01	2099-12-31		108074	ENG	8701953	DB13158	DRUGBANK	IN	DB13158	Clobetasone	N
727	1512480	1512480	ibandronate	Drug	RxNorm	Ingredient	S	115264	1970-01-01	2099-12-31		115264	ENG	8387342	DB00710	DRUGBANK	IN	DB00710	Ibandronate	N
728	19011093	19011093	tenofovir	Drug	RxNorm	Ingredient	S	117466	2005-07-24	2099-12-31		117466	ENG	10287997	DB14126	DRUGBANK	IN	DB14126	Tenofovir	N
729	1116031	1116031	zolmitriptan	Drug	RxNorm	Ingredient	S	135775	1970-01-01	2099-12-31		135775	ENG	8622750	DB00315	DRUGBANK	IN	DB00315	Zolmitriptan	N
730	924151	924151	pentosan polysulfate	Drug	RxNorm	Ingredient	S	155046	1970-01-01	2099-12-31		155046	ENG	11445129	DB00686	DRUGBANK	IN	DB00686	Pentosan polysulfate	N
731	733523	733523	rivastigmine	Drug	RxNorm	Ingredient	S	183379	1970-01-01	2099-12-31		183379	ENG	8349848	DB00989	DRUGBANK	IN	DB00989	Rivastigmine	N
732	952004	952004	sevelamer	Drug	RxNorm	Ingredient	S	214824	1970-01-01	2099-12-31		214824	ENG	8670591	DB00658	DRUGBANK	IN	DB00658	Sevelamer	N
733	1586346	1586346	insulin, regular, pork	Drug	RxNorm	Ingredient	S	221109	1970-01-01	2099-12-31		221109	ENG	11812467	DB00071	DRUGBANK	IN	DB00071	Insulin pork	N
734	1387104	1387104	trastuzumab	Drug	RxNorm	Ingredient	S	224905	1970-01-01	2099-12-31		224905	ENG	8483351	DB00072	DRUGBANK	IN	DB00072	Trastuzumab	N
735	1588712	1588712	follicle stimulating hormone	Drug	RxNorm	Ingredient	S	227518	1970-01-01	2099-12-31		227518	ENG	9193695	DB00066	DRUGBANK	IN	DB00066	Follitropin	N
736	901318	901318	sodium ascorbate	Drug	RxNorm	Ingredient	S	267366	1970-01-01	2099-12-31		267366	ENG	10289116	DB14482	DRUGBANK	IN	DB14482	Sodium ascorbate	N
737	902938	902938	ciclesonide	Drug	RxNorm	Ingredient	S	274964	2006-01-15	2099-12-31		274964	ENG	8626610	DB01410	DRUGBANK	IN	DB01410	Ciclesonide	N
738	1703063	1703063	valganciclovir	Drug	RxNorm	Ingredient	S	275891	1970-01-01	2099-12-31		275891	ENG	8453814	DB01610	DRUGBANK	IN	DB01610	Valganciclovir	N
739	1304107	1304107	imatinib	Drug	RxNorm	Ingredient	S	282388	1970-01-01	2099-12-31		282388	ENG	8343607	DB00619	DRUGBANK	IN	DB00619	Imatinib	N
740	904525	904525	bimatoprost	Drug	RxNorm	Ingredient	S	283810	1970-01-01	2099-12-31		283810	ENG	8274248	DB00905	DRUGBANK	IN	DB00905	Bimatoprost	N
741	1304643	1304643	darbepoetin alfa	Drug	RxNorm	Ingredient	S	283838	1970-01-01	2099-12-31		283838	ENG	8423502	DB00012	DRUGBANK	IN	DB00012	Darbepoetin alfa	N
742	909795	909795	nepafenac	Drug	RxNorm	Ingredient	S	298665	2005-11-13	2099-12-31		298665	ENG	8533061	DB06802	DRUGBANK	IN	DB06802	Nepafenac	N
743	1110942	1110942	omalizumab	Drug	RxNorm	Ingredient	S	302379	1970-01-01	2099-12-31		302379	ENG	8453244	DB00043	DRUGBANK	IN	DB00043	Omalizumab	N
744	19011355	19011355	etoricoxib	Drug	RxNorm	Ingredient	S	307296	1970-01-01	2099-12-31		307296	ENG	8274327	DB01628	DRUGBANK	IN	DB01628	Etoricoxib	N
745	514012	514012	meningococcal polysaccharide vaccine group W-135	Drug	RxNorm	Ingredient	S	314724	1970-01-01	2099-12-31		314724	ENG	10334366	DB13887	DRUGBANK	IN	DB13887	Meningococcal polysaccharide vaccine group W-135	N
746	514015	514015	meningococcal polysaccharide vaccine group Y	Drug	RxNorm	Ingredient	S	314725	1970-01-01	2099-12-31		314725	ENG	10334368	DB13888	DRUGBANK	IN	DB13888	Meningococcal polysaccharide vaccine group Y	N
747	19014215	19014215	sodium lauryl sulfoacetate	Drug	RxNorm	Ingredient	S	314832	1970-01-01	2099-12-31		314832	ENG	9704428	DB13157	DRUGBANK	IN	DB13157	Sodium lauryl sulfoacetate	N
748	1315865	1315865	fondaparinux	Drug	RxNorm	Ingredient	S	321208	1970-01-01	2099-12-31		321208	ENG	10287830	DB00569	DRUGBANK	IN	DB00569	Fondaparinux	N
749	916005	916005	solifenacin	Drug	RxNorm	Ingredient	S	322167	1970-01-01	2099-12-31		322167	ENG	8526765	DB01591	DRUGBANK	IN	DB01591	Solifenacin	N
750	916662	916662	dimethicone	Drug	RxNorm	Ingredient	S	324072	1970-01-01	2099-12-31		324072	ENG	9273148	DB11074	DRUGBANK	IN	DB11074	Dimethicone	N
751	19017671	19017671	ginseng preparation	Drug	RxNorm	Ingredient	S	325526	1970-01-01	2099-12-31		325526	ENG	8274175	DB01404	DRUGBANK	IN	DB01404	Ginseng	N
752	1518198	1518198	norelgestromin	Drug	RxNorm	Ingredient	S	326374	1970-01-01	2099-12-31		326374	ENG	8524088	DB06713	DRUGBANK	IN	DB06713	Norelgestromin	N
753	1125443	1125443	dornase alfa	Drug	RxNorm	Ingredient	S	337623	1970-01-01	2099-12-31		337623	ENG	8339777	DB00003	DRUGBANK	IN	DB00003	Dornase alfa	N
754	1526475	1526475	ezetimibe	Drug	RxNorm	Ingredient	S	341248	1970-01-01	2099-12-31		341248	ENG	8345877	DB00973	DRUGBANK	IN	DB00973	Ezetimibe	N
755	1544838	1544838	insulin glulisine, human	Drug	RxNorm	Ingredient	S	400008	2005-12-04	2099-12-31		400008	ENG	11812510	DB01309	DRUGBANK	IN	DB01309	Insulin glulisine	N
756	1560305	1560305	omega-3 acid ethyl esters (USP)	Drug	RxNorm	Ingredient	S	484348	2006-11-19	2099-12-31		484348	ENG	8347024	DB09539	DRUGBANK	IN	DB09539	Omega-3-acid ethyl esters	N
757	1580747	1580747	sitagliptin	Drug	RxNorm	Ingredient	S	593411	2006-12-17	2099-12-31		593411	ENG	8314241	DB01261	DRUGBANK	IN	DB01261	Sitagliptin	N
758	1186087	1186087	abatacept	Drug	RxNorm	Ingredient	S	614391	2006-03-12	2099-12-31		614391	ENG	8644301	DB01281	DRUGBANK	IN	DB01281	Abatacept	N
759	19087394	19087394	lacosamide	Drug	RxNorm	Ingredient	S	623400	2008-11-09	2099-12-31		623400	ENG	8347722	DB06218	DRUGBANK	IN	DB06218	Lacosamide	N
760	703244	703244	paliperidone	Drug	RxNorm	Ingredient	S	679314	2007-01-28	2099-12-31		679314	ENG	8379549	DB01267	DRUGBANK	IN	DB01267	Paliperidone	N
761	912263	912263	certolizumab pegol	Drug	RxNorm	Ingredient	S	709271	2008-06-01	2099-12-31		709271	ENG	8382166	DB08904	DRUGBANK	IN	DB08904	Certolizumab pegol	N
762	19012346	19012346	eltrombopag	Drug	RxNorm	Ingredient	S	711942	2009-01-04	2099-12-31		711942	ENG	8607031	DB06210	DRUGBANK	IN	DB06210	Eltrombopag	N
763	523202	523202	Salmonella typhi Ty21a live antigen	Drug	RxNorm	Ingredient	S	762595	2008-03-30	2099-12-31		762595	ENG	11452637	DB11050	DRUGBANK	IN	DB11050	Typhoid Vaccine Live	N
764	523212	523212	rubella virus vaccine live (Wistar RA 27-3 strain)	Drug	RxNorm	Ingredient	S	762817	2008-03-30	2099-12-31		762817	ENG	9275012	DB10317	DRUGBANK	IN	DB10317	Rubella virus vaccine	N
765	19028106	19028106	isopropyl alcohol	Drug	RxNorm	Ingredient	S	797541	2008-06-29	2099-12-31		797541	ENG	10791029	DB02325	DRUGBANK	IN	DB02325	Isopropyl alcohol	N
766	529112	529112	L1 protein, human papillomavirus type 16 vaccine	Drug	RxNorm	Ingredient	S	798264	2008-06-29	2099-12-31		798264	ENG	9274983	DB10301	DRUGBANK	IN	DB10301	Human papillomavirus type 16 L1 capsid protein antigen	N
767	529112	529112	L1 protein, human papillomavirus type 16 vaccine	Drug	RxNorm	Ingredient	S	798264	2008-06-29	2099-12-31		798264	ENG	9718837	DB10994	DRUGBANK	IN	DB10994	Human papillomavirus type 16 L1 capsid protein residues 2-471 antigen	N
768	529713	529713	mumps virus vaccine live, Jeryl Lynn strain	Drug	RxNorm	Ingredient	S	798372	2008-06-29	2099-12-31		798372	ENG	11797068	DB10316	DRUGBANK	IN	DB10316	Mumps virus strain B level jeryl lynn live antigen	N
769	544411	544411	rabies virus vaccine flury-lep strain	Drug	RxNorm	Ingredient	S	830457	2009-02-01	2099-12-31		830457	ENG	9274946	DB10283	DRUGBANK	IN	DB10283	Rabies virus inactivated antigen, A	N
770	40175900	40175900	polidocanol	Drug	RxNorm	Ingredient	S	968170	2010-05-02	2099-12-31		968170	ENG	8398830	DB06811	DRUGBANK	IN	DB06811	Polidocanol	N
771	40226579	40226579	fingolimod	Drug	RxNorm	Ingredient	S	1012892	2010-10-03	2099-12-31		1012892	ENG	8415154	DB08868	DRUGBANK	IN	DB08868	Fingolimod	N
772	40228152	40228152	dabigatran etexilate	Drug	RxNorm	Ingredient	S	1037042	2010-10-31	2099-12-31		1037042	ENG	8616162	DB06695	DRUGBANK	IN	DB06695	Dabigatran etexilate	N
773	40234201	40234201	butylscopolamine	Drug	RxNorm	Ingredient	S	1085787	2011-02-06	2099-12-31		1085787	ENG	9704361	DB09300	DRUGBANK	IN	DB09300	Butylscopolamine	N
774	40236897	40236897	roflumilast	Drug	RxNorm	Ingredient	S	1091836	2011-04-03	2099-12-31		1091836	ENG	8385964	DB01656	DRUGBANK	IN	DB01656	Roflumilast	N
775	40239330	40239330	telaprevir	Drug	RxNorm	Ingredient	S	1102261	2011-06-05	2099-12-31		1102261	ENG	8590803	DB05521	DRUGBANK	IN	DB05521	Telaprevir	N
776	40241331	40241331	rivaroxaban	Drug	RxNorm	Ingredient	S	1114195	2011-07-31	2099-12-31		1114195	ENG	8416588	DB06228	DRUGBANK	IN	DB06228	Rivaroxaban	N
777	40241186	40241186	ticagrelor	Drug	RxNorm	Ingredient	S	1116632	2011-07-31	2099-12-31		1116632	ENG	8661910	DB08816	DRUGBANK	IN	DB08816	Ticagrelor	N
778	40241937	40241937	vemurafenib	Drug	RxNorm	Ingredient	S	1147220	2011-09-04	2099-12-31		1147220	ENG	8488535	DB08881	DRUGBANK	IN	DB08881	Vemurafenib	N
779	40242675	40242675	crizotinib	Drug	RxNorm	Ingredient	S	1148495	2011-10-02	2099-12-31		1148495	ENG	8666560	DB08865	DRUGBANK	IN	DB08865	Crizotinib	N
780	40244464	40244464	ruxolitinib	Drug	RxNorm	Ingredient	S	1193326	2011-12-04	2099-12-31		1193326	ENG	8626842	DB08877	DRUGBANK	IN	DB08877	Ruxolitinib	N
781	40244266	40244266	aflibercept	Drug	RxNorm	Ingredient	S	1232150	2011-12-04	2099-12-31		1232150	ENG	8576797	DB08885	DRUGBANK	IN	DB08885	Aflibercept	N
782	42709320	42709320	ingenol mebutate	Drug	RxNorm	Ingredient	S	1242806	2012-05-07	2099-12-31		1242806	ENG	10894893	DB05013	DRUGBANK	IN	DB05013	Ingenol mebutate	N
783	42873639	42873639	aclidinium	Drug	RxNorm	Ingredient	S	1303098	2012-08-06	2099-12-31		1303098	ENG	8397211	DB08897	DRUGBANK	IN	DB08897	Aclidinium	N
784	42900551	42900551	xanthan gum	Drug	RxNorm	Ingredient	S	1307815	2012-10-01	2099-12-31		1307815	ENG	9276181	DB11253	DRUGBANK	IN	DB11253	Xanthan gum	N
785	42904177	42904177	perampanel	Drug	RxNorm	Ingredient	S	1356552	2012-12-03	2099-12-31		1356552	ENG	8282909	DB08883	DRUGBANK	IN	DB08883	Perampanel	N
786	43532365	43532365	glucose oxidase	Drug	RxNorm	Ingredient	S	1427073	2013-07-01	2099-12-31		1427073	ENG	12540780	DB12862	DRUGBANK	IN	DB12862	Glucose oxidase	N
787	44506752	44506752	riociguat	Drug	RxNorm	Ingredient	S	1439816	2013-11-04	2099-12-31		1439816	ENG	8415731	DB08931	DRUGBANK	IN	DB08931	Riociguat	N
788	44507848	44507848	ibrutinib	Drug	RxNorm	Ingredient	S	1442981	2013-12-02	2099-12-31		1442981	ENG	8283331	DB09053	DRUGBANK	IN	DB09053	Ibrutinib	N
789	44507700	44507700	vortioxetine	Drug	RxNorm	Ingredient	S	1455099	2013-12-02	2099-12-31		1455099	ENG	8624284	DB09068	DRUGBANK	IN	DB09068	Vortioxetine	N
790	45774435	45774435	dulaglutide	Drug	RxNorm	Ingredient	S	1551291	2014-12-01	2099-12-31		1551291	ENG	8477097	DB09045	DRUGBANK	IN	DB09045	Dulaglutide	N
791	46234437	46234437	ivabradine	Drug	RxNorm	Ingredient	S	1649480	2015-07-06	2099-12-31		1649480	ENG	8279301	DB09083	DRUGBANK	IN	DB09083	Ivabradine	N
792	46275993	46275993	influenza A virus (H1N1) antigen	Drug	RxNorm	Ingredient	S	1657128	2015-09-08	2099-12-31		1657128	ENG	12519903	DB15936	DRUGBANK	IN	DB15936	Influenza virus type A (H1N1)	N
793	35606465	35606465	elbasvir	Drug	RxNorm	Ingredient	S	1734628	2016-05-02	2099-12-31		1734628	ENG	8551910	DB11574	DRUGBANK	IN	DB11574	Elbasvir	N
794	1436650	1436650	mercaptopurine	Drug	RxNorm	Ingredient	S	103	1970-01-01	2099-12-31		103	ENG	8277726	DB01033	DRUGBANK	IN	DB01033	Mercaptopurine	N
795	19059528	19059528	alfentanil	Drug	RxNorm	Ingredient	S	480	1970-01-01	2099-12-31		480	ENG	8679370	DB00802	DRUGBANK	IN	DB00802	Alfentanil	N
796	19087090	19087090	amantadine	Drug	RxNorm	Ingredient	S	620	1970-01-01	2099-12-31		620	ENG	8475599	DB00915	DRUGBANK	IN	DB00915	Amantadine	N
797	912362	912362	ammonium chloride	Drug	RxNorm	Ingredient	S	712	1970-01-01	2099-12-31		712	ENG	8281686	DB06767	DRUGBANK	IN	DB06767	Ammonium chloride	N
