A_drug_concept_id	A_atc_codes	A_drug_concept_name	B_drug_concept_id	B_atc_codes	B_drug_concept_name	people_count	avg_switch_interval
19007977	('N05CD06',)	lormetazepam	19007977	('N05CD06',)	lormetazepam	109	77.6067415730337
19029393	('M01AB16', 'M02AA25')	aceclofenac	19029393	('M01AB16', 'M02AA25')	aceclofenac	107	73.91851851851852
1769535	('J01DB05',)	cefadroxil	1769535	('J01DB05',)	cefadroxil	107	108.42735042735043
965748	('A04AD01', 'N05CM05', 'S01FA02')	scopolamine	965748	('A04AD01', 'N05CM05', 'S01FA02')	scopolamine	105	126.2542372881356
1331235	('C09AA06',)	quinapril	1331235	('C09AA06',)	quinapril	104	55.70653377630122
940864	('D01AC03', 'G01AF05')	econazole	940864	('D01AC03', 'G01AF05')	econazole	103	137.7657142857143
782211	('N04BX02',)	entacapone	782211	('N04BX02',)	entacapone	103	41.42574257425743
944360	('D11AX12',)	zinc pyrithione	944360	('D11AX12',)	zinc pyrithione	102	86.1056338028169
981774	('D10AD03',)	adapalene	981774	('D10AD03',)	adapalene	101	87.53355704697987
19043959	('N07BB03',)	acamprosate	19043959	('N07BB03',)	acamprosate	101	55.94949494949495
19027958	('G04BD11',)	fesoterodine	19027958	('G04BD11',)	fesoterodine	101	55.14673913043478
922868	('P03AC04',)	permethrin	922868	('P03AC04',)	permethrin	101	146.18103448275863
952538	('D05AC01',)	anthralin	952538	('D05AC01',)	anthralin	100	126.88775510204081
903643	('D10AD01', 'L01XF01')	tretinoin	903643	('D10AD01', 'L01XF01')	tretinoin	99	113.60344827586206
945286	('N07AX01', 'S01EB01')	pilocarpine	945286	('N07AX01', 'S01EB01')	pilocarpine	98	61.294770206022186
19136654	('M01AX04',)	apazone	19136654	('M01AX04',)	apazone	97	161.24014336917563
993631	('A02AA02', 'A06AD02', 'A12CC10')	magnesium oxide	993631	('A02AA02', 'A06AD02', 'A12CC10')	magnesium oxide	97	73.50583657587549
19055757	()	Unknown	19055757	()	Unknown	96	72.30092592592592
19055496	()	Unknown	19055496	()	Unknown	96	72.30092592592592
927478	('C05AD07', 'D04AB07')	pramoxine	927478	('C05AD07', 'D04AB07')	pramoxine	94	108.35483870967742
967496	('S01GX05',)	lodoxamide	967496	('S01GX05',)	lodoxamide	94	98.70809248554913
1136980	('M01AB15', 'S01BC05')	ketorolac	1136980	('M01AB15', 'S01BC05')	ketorolac	93	72.73459715639811
1150770	('R06AX11',)	astemizole	1150770	('R06AX11',)	astemizole	93	226.26020408163265
42900366	()	Unknown	42900366	()	Unknown	92	63.18076923076923
902938	('R01AD13', 'R03BA08')	ciclesonide	902938	('R01AD13', 'R03BA08')	ciclesonide	92	66.35356200527704
925102	('G03CB01', 'G03CC02')	dienestrol	925102	('G03CB01', 'G03CC02')	dienestrol	90	142.28342245989305
44785829	('A10BK01',)	dapagliflozin	44785829	('A10BK01',)	dapagliflozin	90	49.18867924528302
1300978	('G03AC05', 'G03DB02', 'L02AB01')	megestrol	1300978	('G03AC05', 'G03DB02', 'L02AB01')	megestrol	89	61.67432150313152
42899937	()	Unknown	42899937	()	Unknown	89	58.174358974358974
40166035	('A10BH03',)	saxagliptin	40166035	('A10BH03',)	saxagliptin	88	49.697095435684645
1721543	('J01MA06', 'S01AE02')	norfloxacin	1721543	('J01MA06', 'S01AE02')	norfloxacin	88	138.14285714285714
710650	('N06BA07',)	modafinil	710650	('N06BA07',)	modafinil	88	51.39607843137255
19037891	()	Unknown	19037891	()	Unknown	88	62.22433460076046
757688	('N05AX12',)	aripiprazole	757688	('N05AX12',)	aripiprazole	88	57.73992673992674
1322081	('C07AB05', 'S01ED02')	betaxolol	1322081	('C07AB05', 'S01ED02')	betaxolol	87	56.82106455266138
35741950	()	Unknown	35741950	()	Unknown	87	63.99159663865546
714684	('N06AX06',)	nefazodone	714684	('N06AX06',)	nefazodone	86	59.04504504504504
19008361	('D05AX04',)	tacalcitol	19008361	('D05AX04',)	tacalcitol	86	96.55458515283843
951237	('R01AC04', 'R06AX05')	antazoline	951237	('R01AC04', 'R06AX05')	antazoline	83	117.94897959183673
1750087	('D08AG02', 'D09AA09', 'D11AC06', 'G01AX11', 'R02AA15', 'S01AX18')	povidone-iodine	1750087	('D08AG02', 'D09AA09', 'D11AC06', 'G01AX11', 'R02AA15', 'S01AX18')	povidone-iodine	83	90.47524752475248
766529	('N05AD01',)	haloperidol	766529	('N05AD01',)	haloperidol	82	68.48642533936652
19050832	('N05BA09',)	clobazam	19050832	('N05BA09',)	clobazam	82	56.634948096885815
919681	('P03AX06',)	benzyl alcohol	919681	('P03AX06',)	benzyl alcohol	81	59.71134020618557
715710	('N04BD02',)	rasagiline	715710	('N04BD02',)	rasagiline	81	47.7803738317757
19001308	()	Unknown	19001308	()	Unknown	79	57.98148148148148
1036228	('A02BX02',)	sucralfate	1036228	('A02BX02',)	sucralfate	79	57.71300448430493
19084693	('N06AX18',)	reboxetine	19084693	('N06AX18',)	reboxetine	78	59.79323308270677
19086910	()	Unknown	19086910	()	Unknown	78	81.27102803738318
19010015	('C03AA07',)	cyclopenthiazide	19010015	('C03AA07',)	cyclopenthiazide	78	67.2800586510264
948487	()	Unknown	948487	()	Unknown	78	59.70059880239521
1383925	('C01DA08', 'C05AE02')	isosorbide dinitrate	1383925	('C01DA08', 'C05AE02')	isosorbide dinitrate	78	44.74271844660194
19136626	('N05AL01',)	sulpiride	19136626	('N05AL01',)	sulpiride	78	57.23521681997372
19117912	()	Unknown	19117912	()	Unknown	78	257.91472868217056
19042445	('R01AA09',)	tramazoline	19042445	('R01AA09',)	tramazoline	77	84.56313993174061
46234437	('C01EB17',)	ivabradine	46234437	('C01EB17',)	ivabradine	77	48.02272727272727
1529331	('A10BF01',)	acarbose	1529331	('A10BF01',)	acarbose	77	51.00874635568513
955252	('C05AA11', 'D07AC08')	fluocinonide	955252	('C05AA11', 'D07AC08')	fluocinonide	77	162.94736842105263
1703603	('J05AB09', 'S01AD07')	famciclovir	1703603	('J05AB09', 'S01AD07')	famciclovir	75	98.86178861788618
1794280	('P02CA01',)	mebendazole	1794280	('P02CA01',)	mebendazole	74	291.2826086956522
19057607	('N05AL05',)	amisulpride	19057607	('N05AL05',)	amisulpride	74	51.375321336760926
40228152	('B01AE07',)	dabigatran etexilate	40228152	('B01AE07',)	dabigatran etexilate	74	52.449367088607595
40239216	('A10BH05',)	linagliptin	40239216	('A10BH05',)	linagliptin	73	46.476190476190474
917006	('C05AD03', 'D04AB04', 'N01BA05', 'R02AD01')	benzocaine	917006	('C05AD03', 'D04AB04', 'N01BA05', 'R02AD01')	benzocaine	72	80.02068965517242
1386957	('C07AG01',)	labetalol	1386957	('C07AG01',)	labetalol	72	59.09913043478261
1717704	('J05AB11',)	valacyclovir	1717704	('J05AB11',)	valacyclovir	72	85.91417165668663
19049145	('C07AB08',)	celiprolol	19049145	('C07AB08',)	celiprolol	72	55.4293059125964
705178	('N04AA01',)	trihexyphenidyl	705178	('N04AA01',)	trihexyphenidyl	72	46.62068965517241
19056872	()	Unknown	19056872	()	Unknown	72	71.70689655172414
42709325	('S01EE05',)	tafluprost	42709325	('S01EE05',)	tafluprost	70	43.57741935483871
963858	()	Unknown	963858	()	Unknown	70	72.05988023952096
901656	()	Unknown	901656	()	Unknown	69	86.06060606060606
977968	('B05CB02',)	sodium citrate	977968	('B05CB02',)	sodium citrate	69	72.06018518518519
981691	('D06BB10',)	imiquimod	981691	('D06BB10',)	imiquimod	69	99.63265306122449
1516766	('A10BX02',)	repaglinide	1516766	('A10BX02',)	repaglinide	68	49.51590106007067
19055344	('C05AA08', 'D07AC05', 'D07XC05', 'H02AB03')	fluocortolone	19055344	('C05AA08', 'D07AC05', 'D07XC05', 'H02AB03')	fluocortolone	68	129.05844155844156
1337107	('C01EB18',)	ranolazine	1337107	('C01EB18',)	ranolazine	68	43.540983606557376
1377141	('L01XX05',)	hydroxyurea	1377141	('L01XX05',)	hydroxyurea	68	57.73791348600509
733523	('N06DA03',)	rivastigmine	733523	('N06DA03',)	rivastigmine	67	42.532786885245905
909440	()	Unknown	909440	()	Unknown	67	99.09782608695652
42873639	()	Unknown	42873639	()	Unknown	67	47.531531531531535
19077093	('G04BD06',)	propiverine	19077093	('G04BD06',)	propiverine	67	50.294117647058826
759740	('N07AA02',)	pyridostigmine	759740	('N07AA02',)	pyridostigmine	66	65.73188405797102
19122137	('A10BH02',)	vildagliptin	19122137	('A10BH02',)	vildagliptin	66	50.32900432900433
46234461	()	Unknown	46234461	()	Unknown	65	57.03896103896104
1305447	('C02AB01',)	methyldopa	1305447	('C02AB01',)	methyldopa	65	62.059859154929576
905371	('A06AC06',)	methylcellulose	905371	('A06AC06',)	methylcellulose	65	62.08588957055215
1560171	('A10BB07',)	glipizide	1560171	('A10BB07',)	glipizide	65	53.320689655172416
1000560	('A04AA01',)	ondansetron	1000560	('A04AA01',)	ondansetron	65	53.03086419753087
19093848	('A06AD04', 'A12CC02', 'B05XA05', 'D11AX05', 'V04CC02')	magnesium sulfate	19093848	('A06AD04', 'A12CC02', 'B05XA05', 'D11AX05', 'V04CC02')	magnesium sulfate	65	88.8238341968912
19092412	('A04AD04',)	chlorobutanol	19092412	('A04AD04',)	chlorobutanol	64	315.85714285714283
19056802	()	Unknown	19056802	()	Unknown	64	56.352
1518148	('C10AC04',)	colesevelam	1518148	('C10AC04',)	colesevelam	64	49.822857142857146
19042550	('N05CD11',)	triazulenone	19042550	('N05CD11',)	triazulenone	64	70.2967032967033
1373928	('C02DB02',)	hydralazine	1373928	('C02DB02',)	hydralazine	64	52.854651162790695
19044522	('A12CB01', 'B05XA18')	zinc sulfate	19044522	('A12CB01', 'B05XA18')	zinc sulfate	63	64.9438775510204
1135766	('C01CA06', 'C05AX06', 'R01AA04', 'R01AB01', 'R01BA03', 'S01FB01', 'S01GA05')	phenylephrine	1135766	('C01CA06', 'C05AX06', 'R01AA04', 'R01AB01', 'R01BA03', 'S01FB01', 'S01GA05')	phenylephrine	63	215.09933774834437
19007748	('D08AJ04', 'D11AC01')	cetrimide	19007748	('D08AJ04', 'D11AC01')	cetrimide	63	94.05286343612335
929435	('S01EC01',)	acetazolamide	929435	('S01EC01',)	acetazolamide	63	71.23348017621146
40241186	('B01AC24',)	ticagrelor	40241186	('B01AC24',)	ticagrelor	62	47.258823529411764
1164108	('N02BA05',)	salicylamide	1164108	('N02BA05',)	salicylamide	62	78.8076923076923
1560305	()	Unknown	1560305	()	Unknown	61	46.114814814814814
19049350	('B02BX01',)	ethamsylate	19049350	('B02BX01',)	ethamsylate	60	132.5487804878049
984232	('D10AD04', 'D10BA01')	isotretinoin	984232	('D10AD04', 'D10BA01')	isotretinoin	60	100.18934911242603
43526465	('A10BK02',)	canagliflozin	43526465	('A10BK02',)	canagliflozin	60	39.87931034482759
19041536	()	Unknown	19041536	()	Unknown	59	61.42686567164179
953391	('A03AB05',)	propantheline	953391	('A03AB05',)	propantheline	59	63.47663551401869
19029398	('M01AB11',)	acemetacin	19029398	('M01AB11',)	acemetacin	58	83.08938547486034
730548	('G02CB01', 'N04BC01')	bromocriptine	730548	('G02CB01', 'N04BC01')	bromocriptine	57	66.41948051948052
993979	('P03AX03',)	malathion	993979	('P03AX03',)	malathion	57	195.34920634920636
19033278	()	Unknown	19033278	()	Unknown	57	359.88235294117646
19053979	('G02CA03', 'R03AC04', 'R03CC04')	fenoterol	19053979	('G02CA03', 'R03AC04', 'R03CC04')	fenoterol	57	83.93425605536332
929698	('S02AA03',)	boric acid	929698	('S02AA03',)	boric acid	57	65.23021582733813
1792515	('P01BA01',)	chloroquine	1792515	('P01BA01',)	chloroquine	56	127.60583941605839
1502855	('A10BB03', 'V04CA01')	tolbutamide	1502855	('A10BB03', 'V04CA01')	tolbutamide	56	52.70631970260223
1318137	('C08CA04',)	nicardipine	1318137	('C08CA04',)	nicardipine	56	53.62222222222222
735850	('N07BB01', 'P03AA04')	disulfiram	735850	('N07BB01', 'P03AA04')	disulfiram	56	87.28767123287672
1301152	('N05CH01',)	melatonin	1301152	('N05CH01',)	melatonin	55	74.58695652173913
1344381	('L02BB03',)	bicalutamide	1344381	('L02BB03',)	bicalutamide	55	67.89010989010988
948490	()	Unknown	948490	()	Unknown	54	65.46907216494846
733008	('N05AB03',)	perphenazine	733008	('N05AB03',)	perphenazine	53	61.62537764350453
1436650	('L01BB02',)	mercaptopurine	1436650	('L01BB02',)	mercaptopurine	53	49.83812949640288
19101604	()	Unknown	19101604	()	Unknown	52	53.2109375
19095703	('M01AE05',)	fenbufen	19095703	('M01AE05',)	fenbufen	52	116.60283687943263
19024636	()	Unknown	19024636	()	Unknown	51	62.91596638655462
1554072	('H03BA02',)	propylthiouracil	1554072	('H03BA02',)	propylthiouracil	50	65.42622950819673
953076	('A02BA03',)	famotidine	953076	('A02BA03',)	famotidine	50	87.00510204081633
19024904	('C07AA02',)	oxprenolol	19024904	('C07AA02',)	oxprenolol	50	88.8658088235294
751412	('N06AB08',)	fluvoxamine	751412	('N06AB08',)	fluvoxamine	50	70.06857142857143
951279	('N01BB04',)	prilocaine	951279	('N01BB04',)	prilocaine	50	102.88461538461539
954853	('G04BD02',)	flavoxate	954853	('G04BD02',)	flavoxate	50	55.03370786516854
1560278	('H04AA01',)	glucagon	1560278	('H04AA01',)	glucagon	49	80.27173913043478
19011035	()	Unknown	19011035	()	Unknown	49	85.67368421052632
915935	('D11AH02',)	pimecrolimus	915935	('D11AH02',)	pimecrolimus	49	108.86428571428571
1103518	('A03AX10',)	isometheptene	1103518	('A03AX10',)	isometheptene	48	106.14285714285714
19016537	()	Unknown	19016537	()	Unknown	48	71.82926829268293
44785907	()	Unknown	44785907	()	Unknown	48	46.983870967741936
45775571	('D11AA01',)	glycopyrronium	45775571	('D11AA01',)	glycopyrronium	48	47.77906976744186
19049228	()	Unknown	19049228	()	Unknown	47	157.5737704918033
1558242	('C10AB04',)	gemfibrozil	1558242	('C10AB04',)	gemfibrozil	47	72.22274881516587
756018	('N05AB02',)	fluphenazine	756018	('N05AB02',)	fluphenazine	47	83.94372294372295
19005570	('R06AD01',)	trimeprazine	19005570	('R06AD01',)	trimeprazine	46	50.84701492537314
778474	('M03BX02',)	tizanidine	778474	('M03BX02',)	tizanidine	46	56.03763440860215
1778162	('J01DC02', 'S01AA27')	cefuroxime	1778162	('J01DC02', 'S01AA27')	cefuroxime	45	105.04761904761905
701322	('N06DX01',)	memantine	701322	('N06DX01',)	memantine	45	46.91919191919192
732893	('N01BB01',)	bupivacaine	732893	('N01BB01',)	bupivacaine	45	153.7941176470588
1717240	('A01AB04', 'A07AA07', 'G01AA03', 'J02AA01')	amphotericin B	1717240	('A01AB04', 'A07AA07', 'G01AA03', 'J02AA01')	amphotericin B	44	95.28787878787878
36879028	()	Unknown	36879028	()	Unknown	44	89.80672268907563
1517824	('C04AC01', 'C10AD02')	niacin	1517824	('C04AC01', 'C10AD02')	niacin	44	49.48571428571429
19052903	('N05AA03',)	promazine	19052903	('N05AA03',)	promazine	44	61.22485207100592
957393	('D10AX01',)	aluminum chloride	957393	('D10AX01',)	aluminum chloride	43	187.31372549019608
952004	('V03AE02',)	sevelamer	952004	('V03AE02',)	sevelamer	43	45.41984732824427
910232	('S01FA04',)	cyclopentolate	910232	('S01FA04',)	cyclopentolate	42	122.46153846153847
916282	('A07EC03',)	olsalazine	916282	('A07EC03',)	olsalazine	42	71.67032967032966
19095028	('D08AH02', 'G01AC03', 'P01AA04', 'R02AA11')	chlorquinaldol	19095028	('D08AH02', 'G01AC03', 'P01AA04', 'R02AA11')	chlorquinaldol	42	158.00925925925927
1301065	('B01AB04',)	dalteparin	1301065	('B01AB04',)	dalteparin	41	94.13157894736842
1598819	('G03GB02',)	clomiphene	1598819	('G03GB02',)	clomiphene	41	114.37037037037037
19007721	('V04CJ01',)	thyrotropin	19007721	('V04CJ01',)	thyrotropin	41	122.61016949152543
1711759	('D10AX05', 'J04BA02')	dapsone	1711759	('D10AX05', 'J04BA02')	dapsone	41	91.625
19088223	('J01CA08',)	amdinocillin pivoxil	19088223	('J01CA08',)	amdinocillin pivoxil	40	91.80392156862744
1189697	('N02CC06',)	eletriptan	1189697	('N02CC06',)	eletriptan	40	62.406716417910445
1544838	('A10AB06',)	insulin glulisine, human	1544838	('A10AB06',)	insulin glulisine, human	40	49.91525423728814
1309068	('C02DC01', 'D11AX01')	minoxidil	1309068	('C02DC01', 'D11AX01')	minoxidil	40	56.06111111111111
1139042	('R05CB01', 'S01XA08', 'V03AB23')	acetylcysteine	1139042	('R05CB01', 'S01XA08', 'V03AB23')	acetylcysteine	40	53.82945736434109
1511349	()	Unknown	1511349	()	Unknown	40	79.52536231884058
36878933	()	Unknown	36878933	()	Unknown	40	47.51063829787234
837027	('G04BE07', 'N04BC07')	apomorphine	837027	('G04BE07', 'N04BC07')	apomorphine	39	66.4090909090909
19024249	('M05BA02',)	clodronic acid	19024249	('M05BA02',)	clodronic acid	39	49.91803278688525
720727	('N05CF03',)	zaleplon	720727	('N05CF03',)	zaleplon	39	73.01680672268908
40163718	('B01AC22',)	prasugrel	40163718	('B01AC22',)	prasugrel	38	52.6764705882353
951469	('V03AE07',)	calcium acetate	951469	('V03AE07',)	calcium acetate	37	69.94615384615385
1353256	('C01BC03',)	propafenone	1353256	('C01BC03',)	propafenone	37	73.96078431372548
1331247	('C04AD03',)	pentoxifylline	1331247	('C04AD03',)	pentoxifylline	37	81.66956521739131
19017742	('M04AA03',)	febuxostat	19017742	('M04AA03',)	febuxostat	37	44.16
1143374	('C01CA26', 'R01AA03', 'R01AB05', 'R03CA02', 'S01FB02')	ephedrine	1143374	('C01CA26', 'R01AA03', 'R01AB05', 'R03CA02', 'S01FB02')	ephedrine	37	186.1358024691358
1379525	('A11HA07',)	inositol	1379525	('A11HA07',)	inositol	37	60.99193548387097
19002230	('A02AD04',)	hydrotalcite	19002230	('A02AD04',)	hydrotalcite	37	63.50581395348837
981654	('D06BB06', 'J05AB13')	penciclovir	981654	('D06BB06', 'J05AB13')	penciclovir	36	99.92727272727272
1130863	('R06AB01',)	brompheniramine	1130863	('R06AB01',)	brompheniramine	36	87.11538461538461
786426	('N04BC09',)	rotigotine	786426	('N04BC09',)	rotigotine	36	49.1015625
19028050	('M01CC01',)	penicillamine	19028050	('M01CC01',)	penicillamine	35	48.0
43012168	()	Unknown	43012168	()	Unknown	35	54.623655913978496
733896	('N06AF03',)	phenelzine	733896	('N06AF03',)	phenelzine	35	68.19323671497584
917336	('D07AC03', 'D07XC02')	desoximetasone	917336	('D07AC03', 'D07XC02')	desoximetasone	34	156.98245614035088
1350310	('B01AC23',)	cilostazol	1350310	('B01AC23',)	cilostazol	34	44.721739130434784
43012315	()	Unknown	43012315	()	Unknown	34	54.676923076923075
986117	('R06AX17', 'S01GX08')	ketotifen	986117	('R06AX17', 'S01GX08')	ketotifen	33	70.74683544303798
766209	('N04BD01',)	selegiline	766209	('N04BD01',)	selegiline	33	46.27205882352941
42899439	()	Unknown	42899439	()	Unknown	33	61.3921568627451
1114220	('A06AH04', 'V03AB15')	naloxone	1114220	('A06AH04', 'V03AB15')	naloxone	32	57.64150943396226
1123995	('R03AB03', 'R03CB03')	metaproterenol	1123995	('R03AB03', 'R03CB03')	metaproterenol	32	150.98039215686273
724394	()	Unknown	724394	()	Unknown	32	49.34453781512605
19041220	('M01AC02',)	tenoxicam	19041220	('M01AC02',)	tenoxicam	31	75.84541062801932
1563600	('G03GA01',)	chorionic gonadotropin	1563600	('G03GA01',)	chorionic gonadotropin	31	97.82758620689656
1501617	('C10AC02',)	colestipol	1501617	('C10AC02',)	colestipol	31	62.73714285714286
1129625	('D04AA32', 'R06AA02')	diphenhydramine	1129625	('D04AA32', 'R06AA02')	diphenhydramine	31	74.3921568627451
36879164	()	Unknown	36879164	()	Unknown	31	899.5625
926487	()	Unknown	926487	()	Unknown	30	45.12903225806452
914244	()	Unknown	914244	()	Unknown	30	107.0
19010652	('N06AG02',)	moclobemide	19010652	('N06AG02',)	moclobemide	30	81.95121951219512
1586346	('A10AB03', 'A10AC03', 'A10AD03', 'A10AE03')	insulin, regular, pork	1586346	('A10AB03', 'A10AC03', 'A10AD03', 'A10AE03')	insulin, regular, pork	30	68.91764705882353
1742253	('J01MA12', 'S01AE05')	levofloxacin	1742253	('J01MA12', 'S01AE05')	levofloxacin	29	84.6078431372549
1152134	()	Unknown	1152134	()	Unknown	29	87.91803278688525
902722	('J01GB01', 'S01AA12')	tobramycin	902722	('J01GB01', 'S01AA12')	tobramycin	29	97.70588235294117
1335606	('C01BA03',)	disopyramide	1335606	('C01BA03',)	disopyramide	29	61.73513513513514
1103374	('M01AH03',)	valdecoxib	1103374	('M01AH03',)	valdecoxib	28	82.3030303030303
718122	('N03AF02',)	oxcarbazepine	718122	('N03AF02',)	oxcarbazepine	28	52.648148148148145
1308473	('B01AB10',)	tinzaparin	1308473	('B01AB10',)	tinzaparin	27	143.50943396226415
19132886	()	Unknown	19132886	()	Unknown	27	113.18260869565218
1111706	('R03DC01',)	zafirlukast	1111706	('R03DC01',)	zafirlukast	27	52.61764705882353
916230	('G04BD10',)	darifenacin	916230	('G04BD10',)	darifenacin	26	48.906976744186046
966991	()	Unknown	966991	()	Unknown	26	62.84615384615385
744798	('N03AX15',)	zonisamide	744798	('N03AX15',)	zonisamide	26	43.23076923076923
19095043	('A01AB21', 'D06AA02', 'J01AA03', 'S01AA02')	chlortetracycline	19095043	('A01AB21', 'D06AA02', 'J01AA03', 'S01AA02')	chlortetracycline	26	196.87878787878788
1036690	()	Unknown	1036690	()	Unknown	26	84.13725490196079
1763204	('J04AB02',)	rifampin	1763204	('J04AB02',)	rifampin	26	58.901408450704224
19009057	()	Unknown	19009057	()	Unknown	25	54.50515463917526
1102527	('N02AB02',)	meperidine	1102527	('N02AB02',)	meperidine	25	71.88524590163935
711714	('M03CA01',)	dantrolene	711714	('M03CA01',)	dantrolene	25	48.876288659793815
958999	()	Unknown	958999	()	Unknown	24	186.5
19056157	()	Unknown	19056157	()	Unknown	24	53.08196721311475
19042155	('M01AG02',)	tolfenamic acid	19042155	('M01AG02',)	tolfenamic acid	23	82.24550898203593
915175	('D06AX05', 'J01XX10', 'R02AB04', 'S01AA32')	bacitracin	915175	('D06AX05', 'J01XX10', 'R02AB04', 'S01AA32')	bacitracin	23	121.72413793103448
1197677	('D04AA14', 'R06AA04')	clemastine	1197677	('D04AA14', 'R06AA04')	clemastine	23	76.37037037037037
19052936	()	Unknown	19052936	()	Unknown	23	60.55555555555556
1507558	('H01CA02',)	nafarelin	1507558	('H01CA02',)	nafarelin	23	141.34375
1126128	('N02BA11',)	diflunisal	1126128	('N02BA11',)	diflunisal	23	100.82558139534883
977421	('H02AB12', 'S01BA13')	rimexolone	977421	('H02AB12', 'S01BA13')	rimexolone	23	64.39772727272727
1584910	('H01AC01',)	somatropin	1584910	('H01AC01',)	somatropin	23	55.0
966956	('D06BA01',)	silver sulfadiazine	966956	('D06BA01',)	silver sulfadiazine	23	62.733333333333334
1502826	('A10BX03',)	nateglinide	1502826	('A10BX03',)	nateglinide	22	46.48571428571429
40163615	('C01BD07',)	dronedarone	40163615	('C01BD07',)	dronedarone	22	49.15555555555556
40222444	('M05BX04',)	denosumab	40222444	('M05BX04',)	denosumab	22	139.9111111111111
43532137	()	Unknown	43532137	()	Unknown	22	55.228070175438596
40175900	('C05BB02',)	polidocanol	40175900	('C05BB02',)	polidocanol	22	135.44
19136247	()	Unknown	19136247	()	Unknown	22	57.99193548387097
1356018	('A06AX05',)	prucalopride	1356018	('A06AX05',)	prucalopride	21	63.369565217391305
19018882	()	Unknown	19018882	()	Unknown	21	53.78260869565217
967562	()	Unknown	967562	()	Unknown	21	47.45
990009	('S01EA02',)	dipivefrin	990009	('S01EA02',)	dipivefrin	21	79.79885057471265
1510492	()	Unknown	1510492	()	Unknown	21	49.30172413793103
950933	('A06AB05',)	castor oil	950933	('A06AB05',)	castor oil	21	102.71681415929204
19026459	('N02AX06',)	tapentadol	19026459	('N02AX06',)	tapentadol	21	50.208955223880594
19033280	('L02AE01',)	buserelin	19033280	('L02AE01',)	buserelin	21	102.34615384615384
976545	('A12BA02',)	potassium citrate	976545	('A12BA02',)	potassium citrate	20	56.47692307692308
19050216	('C09AA08',)	cilazapril	19050216	('C09AA08',)	cilazapril	20	54.725190839694655
1313200	('C07AA12',)	nadolol	1313200	('C07AA12',)	nadolol	20	62.82993197278912
1236493	('M04AB02',)	sulfinpyrazone	1236493	('M04AB02',)	sulfinpyrazone	20	54.09027777777778
19135788	('D08AX06', 'V03AB18')	potassium permanganate	19135788	('D08AX06', 'V03AB18')	potassium permanganate	20	85.06896551724138
19001131	('B03AB03',)	sodium ironedetate	19001131	('B03AB03',)	sodium ironedetate	20	82.94594594594595
1519936	('G03AC08',)	etonogestrel	1519936	('G03AC08',)	etonogestrel	20	741.9166666666666
1796435	('J01DD08',)	cefixime	1796435	('J01DD08',)	cefixime	20	122.71666666666667
44506754	('A10BJ03',)	lixisenatide	44506754	('A10BJ03',)	lixisenatide	19	41.233333333333334
904356	('J01XX05',)	methenamine	904356	('J01XX05',)	methenamine	19	52.41025641025641
19087394	('N03AX18',)	lacosamide	19087394	('N03AX18',)	lacosamide	19	50.95238095238095
947416	('D05AX05',)	tazarotene	947416	('D05AX05',)	tazarotene	19	123.3076923076923
40240664	('R03AC18',)	indacaterol	40240664	('R03AC18',)	indacaterol	19	39.88405797101449
19122327	('C09AA16',)	imidapril	19122327	('C09AA16',)	imidapril	19	55.11363636363637
938205	()	Unknown	938205	()	Unknown	19	63.0
19110701	()	Unknown	19110701	()	Unknown	19	44.207692307692305
19010886	('N05AF05',)	zuclopenthixol	19010886	('N05AF05',)	zuclopenthixol	18	63.08759124087591
19056874	('M01AE17', 'M02AA27')	dexketoprofen	19056874	('M01AE17', 'M02AA27')	dexketoprofen	18	86.57352941176471
43013884	('A10BH04',)	alogliptin	43013884	('A10BH04',)	alogliptin	18	49.48148148148148
19092283	('N05CM02',)	chlormethiazole	19092283	('N05CM02',)	chlormethiazole	18	67.24705882352941
19055492	()	Unknown	19055492	()	Unknown	18	63.22222222222222
1525866	('G03CB02', 'G03CC05', 'L02AA01')	diethylstilbestrol	1525866	('G03CB02', 'G03CC05', 'L02AA01')	diethylstilbestrol	18	41.40816326530612
45774751	('A10BK03',)	empagliflozin	45774751	('A10BK03',)	empagliflozin	18	39.43478260869565
19020002	('N03AG04',)	vigabatrin	19020002	('N03AG04',)	vigabatrin	18	63.06185567010309
1236607	('M01AB02',)	sulindac	1236607	('M01AB02',)	sulindac	18	74.95918367346938
19007737	('N06AX03',)	mianserin	19007737	('N06AX03',)	mianserin	18	55.94047619047619
1345858	('C07AA03',)	pindolol	1345858	('C07AA03',)	pindolol	17	61.4
1319998	('C07AB04',)	acebutolol	1319998	('C07AB04',)	acebutolol	17	63.027624309392266
957797	()	Unknown	957797	()	Unknown	17	66.04494382022472
903893	('S01GX06',)	emedastine	903893	('S01GX06',)	emedastine	17	66.87234042553192
1376289	('C03AA02',)	hydroflumethiazide	1376289	('C03AA02',)	hydroflumethiazide	17	51.89808917197452
19016435	('N02BA10',)	benorilate	19016435	('N02BA10',)	benorilate	17	70.55696202531645
1782521	('J04AC01',)	isoniazid	1782521	('J04AC01',)	isoniazid	17	58.67857142857143
704599	('N05CD05',)	triazolam	704599	('N05CD05',)	triazolam	17	100.46153846153847
46234308	()	Unknown	46234308	()	Unknown	17	778.1176470588235
19005147	('N05AA02',)	methotrimeprazine	19005147	('N05AA02',)	methotrimeprazine	16	45.55555555555556
1367571	('B01AB01', 'C05BA03', 'S01XA14')	heparin	1367571	('B01AB01', 'C05BA03', 'S01XA14')	heparin	16	65.41176470588235
